version,id,step,world_index,phase,N,history_length,known_count,rejected
v1,547,1,1,early,15,20,4,0
v2,547,1,0,early,15,20,4,0
v2,547,1,1,early,15,20,4,0
v1,690,3,0,early,14,64,7,0
v1,690,3,1,early,14,64,7,0
v2,690,3,0,early,14,64,7,0
v2,690,3,1,early,14,64,7,0
v1,923,4,0,early,13,85,5,0
v1,923,4,1,early,13,85,5,0
v2,923,4,0,early,13,85,5,0
v2,923,4,1,early,13,85,5,0
v1,401,5,0,early,16,95,8,0
v1,401,5,1,early,16,95,8,0
v2,401,5,0,early,16,95,8,0
v2,401,5,1,early,16,95,8,0
v1,496,3,0,early,16,61,13,0
v1,496,3,1,early,16,61,13,0
v2,496,3,0,early,16,61,13,0
v2,496,3,1,early,16,61,13,0
v1,1018,8,0,early,12,142,8,0
v1,1018,8,1,early,12,142,8,0
v2,1018,8,0,early,12,142,8,0
v2,1018,8,1,early,12,142,8,0
v1,38,4,0,early,16,77,7,0
v1,38,4,1,early,16,77,7,0
v2,38,4,0,early,16,77,7,0
v2,38,4,1,early,16,77,7,0
v1,890,2,0,early,10,42,5,0
v1,890,2,1,early,10,42,5,0
v2,890,2,0,early,10,42,5,0
v2,890,2,1,early,10,42,5,0
v1,169,9,0,middle,16,165,13,0
v1,169,9,1,middle,16,165,13,1
v2,169,9,0,middle,16,165,13,0
v2,169,9,1,middle,16,165,13,0
v1,619,9,0,middle,15,166,12,0
v1,619,9,1,middle,15,166,12,0
v2,619,9,0,middle,15,166,12,0
v2,619,9,1,middle,15,166,12,0
v1,906,15,0,middle,14,204,13,0
v1,906,15,1,middle,14,204,13,1
v2,906,15,0,middle,14,204,13,0
v2,906,15,1,middle,14,204,13,0
v1,473,8,0,middle,16,144,12,0
v1,473,8,1,middle,16,144,12,0
v2,473,8,0,middle,16,144,12,0
v2,473,8,1,middle,16,144,12,0
v1,721,15,0,middle,15,248,13,0
v1,721,15,1,middle,15,248,13,0
v2,721,15,0,middle,15,248,13,0
v2,721,15,1,middle,15,248,13,0
v1,78,8,0,middle,16,143,12,0
v1,78,8,1,middle,16,143,12,0
v2,78,8,0,middle,16,143,12,0
v2,78,8,1,middle,16,143,12,0
v1,711,10,0,middle,11,161,9,0
v1,711,10,1,middle,11,161,9,0
v2,711,10,0,middle,11,161,9,0
v2,711,10,1,middle,11,161,9,0
v1,334,9,0,middle,16,159,12,0
v1,334,9,1,middle,16,159,12,0
v2,334,9,0,middle,16,159,12,0
v2,334,9,1,middle,16,159,12,0
v1,985,13,0,middle,15,195,13,0
v1,985,13,1,middle,15,195,13,0
v2,985,13,0,middle,15,195,13,0
v2,985,13,1,middle,15,195,13,0
v1,853,9,0,middle,15,154,13,1
v1,853,9,1,middle,15,154,13,0
v2,853,9,0,middle,15,154,13,0
v2,853,9,1,middle,15,154,13,0
v1,932,11,0,middle,10,189,6,0
v1,932,11,1,middle,10,189,6,0
v2,932,11,0,middle,10,189,6,0
v2,932,11,1,middle,10,189,6,0
v1,671,11,0,middle,13,176,11,0
v1,671,11,1,middle,13,176,11,1
v2,671,11,0,middle,13,176,11,0
v2,671,11,1,middle,13,176,11,0
v1,26,8,0,middle,16,155,13,0
v1,26,8,1,middle,16,155,13,0
v2,26,8,0,middle,16,155,13,0
v2,26,8,1,middle,16,155,13,0
v1,479,12,0,middle,16,185,11,0
v1,479,12,1,middle,16,185,11,0
v2,479,12,0,middle,16,185,11,0
v2,479,12,1,middle,16,185,11,0
v1,732,11,0,middle,14,210,12,1
v1,732,11,1,middle,14,210,12,0
v2,732,11,0,middle,14,210,12,0
v2,732,11,1,middle,14,210,12,0
v1,438,9,0,middle,16,118,15,0
v1,438,9,1,middle,16,118,15,0
v2,438,9,0,middle,16,118,15,0
v2,438,9,1,middle,16,118,15,0
v1,872,16,0,middle,10,262,9,0
v1,872,16,1,middle,10,262,9,0
v2,872,16,0,middle,10,262,9,0
v2,872,16,1,middle,10,262,9,0
v1,682,16,0,middle,12,280,10,0
v1,682,16,1,middle,12,280,10,0
v2,682,16,0,middle,12,280,10,0
v2,682,16,1,middle,12,280,10,0
v1,619,16,0,middle,15,243,13,1
v1,619,16,1,middle,15,243,13,0
v2,619,16,0,middle,15,243,13,0
v2,619,16,1,middle,15,243,13,0
v1,665,11,0,middle,13,164,10,0
v1,665,11,1,middle,13,164,10,1
v2,665,11,0,middle,13,164,10,0
v2,665,11,1,middle,13,164,10,0
v1,878,16,0,middle,10,268,6,0
v1,878,16,1,middle,10,268,6,0
v2,878,16,0,middle,10,268,6,0
v2,878,16,1,middle,10,268,6,0
v1,936,14,0,middle,14,212,11,0
v1,936,14,1,middle,14,212,11,0
v2,936,14,0,middle,14,212,11,0
v2,936,14,1,middle,14,212,11,0
v1,513,13,0,middle,11,196,11,0
v1,513,13,1,middle,11,196,11,0
v2,513,13,0,middle,11,196,11,0
v2,513,13,1,middle,11,196,11,0
v1,708,10,0,middle,14,155,12,0
v1,708,10,1,middle,14,155,12,0
v2,708,10,0,middle,14,155,12,0
v2,708,10,1,middle,14,155,12,0
v1,728,12,0,middle,10,203,8,0
v1,728,12,1,middle,10,203,8,0
v2,728,12,0,middle,10,203,8,0
v2,728,12,1,middle,10,203,8,0
v1,773,16,0,middle,13,275,10,0
v1,773,16,1,middle,13,275,10,1
v2,773,16,0,middle,13,275,10,0
v2,773,16,1,middle,13,275,10,0
v1,788,13,0,middle,10,219,10,0
v1,788,13,1,middle,10,219,10,0
v2,788,13,0,middle,10,219,10,0
v2,788,13,1,middle,10,219,10,0
v1,857,15,0,middle,13,214,12,1
v1,857,15,1,middle,13,214,12,0
v2,857,15,0,middle,13,214,12,0
v2,857,15,1,middle,13,214,12,0
v1,269,10,0,middle,16,168,12,1
v1,269,10,1,middle,16,168,12,0
v2,269,10,0,middle,16,168,12,0
v2,269,10,1,middle,16,168,12,0
v1,512,9,0,middle,10,164,7,0
v1,512,9,1,middle,10,164,7,0
v2,512,9,0,middle,10,164,7,0
v2,512,9,1,middle,10,164,7,0
v1,887,16,0,middle,13,286,10,1
v1,887,16,1,middle,13,286,10,0
v2,887,16,0,middle,13,286,10,0
v2,887,16,1,middle,13,286,10,0
v1,44,6,0,middle,16,117,10,0
v1,44,6,1,middle,16,117,10,0
v2,44,6,0,middle,16,117,10,0
v2,44,6,1,middle,16,117,10,0
v1,987,9,0,middle,11,162,10,0
v1,987,9,1,middle,11,162,10,0
v2,987,9,0,middle,11,162,10,0
v2,987,9,1,middle,11,162,10,0
v1,873,13,0,middle,11,211,7,0
v1,873,13,1,middle,11,211,7,0
v2,873,13,0,middle,11,211,7,0
v2,873,13,1,middle,11,211,7,0
v1,264,10,0,middle,16,171,14,0
v1,264,10,1,middle,16,171,14,0
v2,264,10,0,middle,16,171,14,0
v2,264,10,1,middle,16,171,14,0
v1,967,13,0,middle,15,190,12,0
v1,967,13,1,middle,15,190,12,0
v2,967,13,0,middle,15,190,12,0
v2,967,13,1,middle,15,190,12,0
v1,818,12,0,middle,10,206,10,0
v1,818,12,1,middle,10,206,10,0
v2,818,12,0,middle,10,206,10,0
v2,818,12,1,middle,10,206,10,0
v1,868,10,0,middle,12,170,12,1
v1,868,10,1,middle,12,170,12,0
v2,868,10,0,middle,12,170,12,0
v2,868,10,1,middle,12,170,12,0
v1,738,11,0,middle,14,179,10,0
v1,738,11,1,middle,14,179,10,0
v2,738,11,0,middle,14,179,10,0
v2,738,11,1,middle,14,179,10,0
v1,413,7,0,middle,16,128,11,0
v1,413,7,1,middle,16,128,11,0
v2,413,7,0,middle,16,128,11,0
v2,413,7,1,middle,16,128,11,0
v1,860,16,0,middle,10,259,8,0
v1,860,16,1,middle,10,259,8,0
v2,860,16,0,middle,10,259,8,0
v2,860,16,1,middle,10,259,8,0
v1,672,13,0,middle,14,198,14,0
v1,672,13,1,middle,14,198,14,0
v2,672,13,0,middle,14,198,14,0
v2,672,13,1,middle,14,198,14,0
v1,499,7,0,middle,16,123,12,0
v1,499,7,1,middle,16,123,12,0
v2,499,7,0,middle,16,123,12,0
v2,499,7,1,middle,16,123,12,0
v1,882,10,0,middle,14,162,12,0
v1,882,10,1,middle,14,162,12,0
v2,882,10,0,middle,14,162,12,0
v2,882,10,1,middle,14,162,12,0
v1,973,14,0,middle,15,213,13,0
v1,973,14,1,middle,15,213,13,0
v2,973,14,0,middle,15,213,13,0
v2,973,14,1,middle,15,213,13,0
v1,878,11,0,middle,10,193,6,0
v1,878,11,1,middle,10,193,6,0
v2,878,11,0,middle,10,193,6,0
v2,878,11,1,middle,10,193,6,0
v1,704,12,0,middle,10,224,8,0
v1,704,12,1,middle,10,224,8,0
v2,704,12,0,middle,10,224,8,0
v2,704,12,1,middle,10,224,8,0
v1,967,12,0,middle,15,182,12,0
v1,967,12,1,middle,15,182,12,0
v2,967,12,0,middle,15,182,12,0
v2,967,12,1,middle,15,182,12,0
v1,909,15,0,middle,11,256,10,0
v1,909,15,1,middle,11,256,10,0
v2,909,15,0,middle,11,256,10,0
v2,909,15,1,middle,11,256,10,0
v1,626,9,0,middle,10,166,9,0
v1,626,9,1,middle,10,166,9,0
v2,626,9,0,middle,10,166,9,0
v2,626,9,1,middle,10,166,9,0
v1,890,15,0,middle,10,265,9,0
v1,890,15,1,middle,10,265,9,0
v2,890,15,0,middle,10,265,9,0
v2,890,15,1,middle,10,265,9,0
v1,969,10,0,middle,11,179,9,0
v1,969,10,1,middle,11,179,9,1
v2,969,10,0,middle,11,179,9,0
v2,969,10,1,middle,11,179,9,0
v1,114,7,0,middle,16,127,14,0
v1,114,7,1,middle,16,127,14,0
v2,114,7,0,middle,16,127,14,0
v2,114,7,1,middle,16,127,14,0
v1,647,12,0,middle,13,188,12,0
v1,647,12,1,middle,13,188,12,0
v2,647,12,0,middle,13,188,12,0
v2,647,12,1,middle,13,188,12,0
v1,122,10,0,middle,16,176,8,0
v1,122,10,1,middle,16,176,8,0
v2,122,10,0,middle,16,176,8,0
v2,122,10,1,middle,16,176,8,0
v1,561,10,0,middle,11,175,10,1
v1,561,10,1,middle,11,175,10,0
v2,561,10,0,middle,11,175,10,0
v2,561,10,1,middle,11,175,10,0
v1,956,10,0,middle,10,192,7,0
v1,956,10,1,middle,10,192,7,0
v2,956,10,0,middle,10,192,7,0
v2,956,10,1,middle,10,192,7,0
v1,947,15,0,middle,13,221,13,0
v1,947,15,1,middle,13,221,13,0
v2,947,15,0,middle,13,221,13,0
v2,947,15,1,middle,13,221,13,0
v1,604,16,0,middle,12,251,12,0
v1,604,16,1,middle,12,251,12,0
v2,604,16,0,middle,12,251,12,0
v2,604,16,1,middle,12,251,12,0
v1,630,10,0,middle,14,157,11,0
v1,630,10,1,middle,14,157,11,0
v2,630,10,0,middle,14,157,11,0
v2,630,10,1,middle,14,157,11,0
v1,523,14,0,middle,15,216,9,0
v1,523,14,1,middle,15,216,9,0
v2,523,14,0,middle,15,216,9,0
v2,523,14,1,middle,15,216,9,0
v1,903,12,0,middle,11,230,8,0
v1,903,12,1,middle,11,230,8,0
v2,903,12,0,middle,11,230,8,0
v2,903,12,1,middle,11,230,8,0
v1,871,10,0,middle,15,147,12,0
v1,871,10,1,middle,15,147,12,0
v2,871,10,0,middle,15,147,12,0
v2,871,10,1,middle,15,147,12,0
v1,509,13,0,middle,16,205,13,0
v1,509,13,1,middle,16,205,13,0
v2,509,13,0,middle,16,205,13,0
v2,509,13,1,middle,16,205,13,0
v1,132,10,0,middle,16,152,10,0
v1,132,10,1,middle,16,152,10,0
v2,132,10,0,middle,16,152,10,0
v2,132,10,1,middle,16,152,10,0
v1,618,11,0,middle,14,190,11,0
v1,618,11,1,middle,14,190,11,1
v2,618,11,0,middle,14,190,11,0
v2,618,11,1,middle,14,190,11,0
v1,917,11,0,middle,13,187,13,0
v1,917,11,1,middle,13,187,13,1
v2,917,11,0,middle,13,187,13,0
v2,917,11,1,middle,13,187,13,0
v1,432,7,0,middle,16,125,12,0
v1,432,7,1,middle,16,125,12,0
v2,432,7,0,middle,16,125,12,0
v2,432,7,1,middle,16,125,12,0
v1,100,13,0,middle,16,196,14,0
v1,100,13,1,middle,16,196,14,1
v2,100,13,0,middle,16,196,14,0
v2,100,13,1,middle,16,196,14,0
v1,733,9,0,middle,15,121,15,0
v1,733,9,1,middle,15,121,15,0
v2,733,9,0,middle,15,121,15,0
v2,733,9,1,middle,15,121,15,0
v1,781,10,0,middle,15,187,12,0
v1,781,10,1,middle,15,187,12,1
v2,781,10,0,middle,15,187,12,0
v2,781,10,1,middle,15,187,12,0
v1,522,15,0,middle,14,250,11,0
v1,522,15,1,middle,14,250,11,0
v2,522,15,0,middle,14,250,11,0
v2,522,15,1,middle,14,250,11,0
v1,63,7,0,middle,16,144,11,0
v1,63,7,1,middle,16,144,11,0
v2,63,7,0,middle,16,144,11,0
v2,63,7,1,middle,16,144,11,0
v1,362,14,0,middle,16,234,15,0
v1,362,14,1,middle,16,234,15,0
v2,362,14,0,middle,16,234,15,0
v2,362,14,1,middle,16,234,15,0
v1,945,11,0,middle,11,187,8,1
v1,945,11,1,middle,11,187,8,0
v2,945,11,0,middle,11,187,8,0
v2,945,11,1,middle,11,187,8,0
v1,991,9,0,middle,15,163,13,0
v1,991,9,1,middle,15,163,13,0
v2,991,9,0,middle,15,163,13,0
v2,991,9,1,middle,15,163,13,0
v1,524,16,0,middle,10,252,10,0
v1,524,16,1,middle,10,252,10,0
v2,524,16,0,middle,10,252,10,0
v2,524,16,1,middle,10,252,10,0
v1,261,11,0,middle,16,156,13,0
v1,261,11,1,middle,16,156,13,0
v2,261,11,0,middle,16,156,13,0
v2,261,11,1,middle,16,156,13,0
v1,157,7,0,middle,16,118,11,0
v1,157,7,1,middle,16,118,11,0
v2,157,7,0,middle,16,118,11,0
v2,157,7,1,middle,16,118,11,0
v1,1,12,0,middle,16,172,13,0
v1,1,12,1,middle,16,172,13,1
v2,1,12,0,middle,16,172,13,0
v2,1,12,1,middle,16,172,13,0
v1,728,14,0,middle,10,229,8,1
v1,728,14,1,middle,10,229,8,0
v2,728,14,0,middle,10,229,8,0
v2,728,14,1,middle,10,229,8,0
v1,298,12,0,middle,16,209,11,0
v1,298,12,1,middle,16,209,11,0
v2,298,12,0,middle,16,209,11,0
v2,298,12,1,middle,16,209,11,0
v1,300,7,0,middle,16,124,9,0
v1,300,7,1,middle,16,124,9,0
v2,300,7,0,middle,16,124,9,0
v2,300,7,1,middle,16,124,9,0
v1,606,10,0,middle,14,192,9,0
v1,606,10,1,middle,14,192,9,0
v2,606,10,0,middle,14,192,9,0
v2,606,10,1,middle,14,192,9,0
v1,421,9,0,middle,16,159,12,0
v1,421,9,1,middle,16,159,12,0
v2,421,9,0,middle,16,159,12,0
v2,421,9,1,middle,16,159,12,0
v1,434,9,0,middle,16,174,13,0
v1,434,9,1,middle,16,174,13,0
v2,434,9,0,middle,16,174,13,0
v2,434,9,1,middle,16,174,13,0
v1,405,12,0,middle,16,179,11,0
v1,405,12,1,middle,16,179,11,0
v2,405,12,0,middle,16,179,11,0
v2,405,12,1,middle,16,179,11,0
v1,638,10,0,middle,10,161,9,0
v1,638,10,1,middle,10,161,9,0
v2,638,10,0,middle,10,161,9,0
v2,638,10,1,middle,10,161,9,0
v1,326,11,0,middle,16,197,13,0
v1,326,11,1,middle,16,197,13,0
v2,326,11,0,middle,16,197,13,0
v2,326,11,1,middle,16,197,13,0
v1,973,13,0,middle,15,204,13,0
v1,973,13,1,middle,15,204,13,0
v2,973,13,0,middle,15,204,13,0
v2,973,13,1,middle,15,204,13,0
v1,466,13,0,middle,16,186,12,0
v1,466,13,1,middle,16,186,12,0
v2,466,13,0,middle,16,186,12,0
v2,466,13,1,middle,16,186,12,0
v1,550,15,0,middle,12,229,12,0
v1,550,15,1,middle,12,229,12,0
v2,550,15,0,middle,12,229,12,0
v2,550,15,1,middle,12,229,12,0
v1,777,16,0,middle,11,275,11,0
v1,777,16,1,middle,11,275,11,0
v2,777,16,0,middle,11,275,11,0
v2,777,16,1,middle,11,275,11,0
v1,911,12,0,middle,13,186,13,0
v1,911,12,1,middle,13,186,13,0
v2,911,12,0,middle,13,186,13,0
v2,911,12,1,middle,13,186,13,0
v1,229,6,0,middle,16,116,12,0
v1,229,6,1,middle,16,116,12,1
v2,229,6,0,middle,16,116,12,0
v2,229,6,1,middle,16,116,12,0
v1,186,9,0,middle,16,159,11,0
v1,186,9,1,middle,16,159,11,0
v2,186,9,0,middle,16,159,11,0
v2,186,9,1,middle,16,159,11,0
v1,594,15,0,middle,14,197,14,0
v1,594,15,1,middle,14,197,14,0
v2,594,15,0,middle,14,197,14,0
v2,594,15,1,middle,14,197,14,0
v1,914,10,0,middle,10,192,7,0
v1,914,10,1,middle,10,192,7,0
v2,914,10,0,middle,10,192,7,0
v2,914,10,1,middle,10,192,7,0
v1,587,14,0,middle,13,188,13,0
v1,587,14,1,middle,13,188,13,0
v2,587,14,0,middle,13,188,13,0
v2,587,14,1,middle,13,188,13,0
v1,492,6,0,middle,16,116,9,0
v1,492,6,1,middle,16,116,9,1
v2,492,6,0,middle,16,116,9,0
v2,492,6,1,middle,16,116,9,0
v1,9,9,0,middle,16,146,11,0
v1,9,9,1,middle,16,146,11,0
v2,9,9,0,middle,16,146,11,0
v2,9,9,1,middle,16,146,11,0
v1,534,15,0,middle,14,256,13,0
v1,534,15,1,middle,14,256,13,0
v2,534,15,0,middle,14,256,13,0
v2,534,15,1,middle,14,256,13,0
v1,262,3,0,middle,16,61,13,0
v1,262,3,1,middle,16,61,13,0
v2,262,3,0,middle,16,61,13,0
v2,262,3,1,middle,16,61,13,0
v1,95,5,0,middle,16,94,11,0
v1,95,5,1,middle,16,94,11,0
v2,95,5,0,middle,16,94,11,0
v2,95,5,1,middle,16,94,11,0
v1,4,13,0,middle,16,173,13,0
v1,4,13,1,middle,16,173,13,0
v2,4,13,0,middle,16,173,13,0
v2,4,13,1,middle,16,173,13,0
v1,34,10,0,middle,16,160,12,0
v1,34,10,1,middle,16,160,12,0
v2,34,10,0,middle,16,160,12,0
v2,34,10,1,middle,16,160,12,0
v1,885,12,0,middle,11,199,9,0
v1,885,12,1,middle,11,199,9,0
v2,885,12,0,middle,11,199,9,0
v2,885,12,1,middle,11,199,9,0
v1,618,13,0,middle,14,214,13,0
v1,618,13,1,middle,14,214,13,0
v2,618,13,0,middle,14,214,13,0
v2,618,13,1,middle,14,214,13,0
v1,351,7,0,middle,16,126,14,0
v1,351,7,1,middle,16,126,14,0
v2,351,7,0,middle,16,126,14,0
v2,351,7,1,middle,16,126,14,0
v1,14,7,0,middle,16,131,10,0
v1,14,7,1,middle,16,131,10,0
v2,14,7,0,middle,16,131,10,0
v2,14,7,1,middle,16,131,10,0
v1,96,12,0,middle,16,198,13,0
v1,96,12,1,middle,16,198,13,0
v2,96,12,0,middle,16,198,13,0
v2,96,12,1,middle,16,198,13,0
v1,992,9,0,middle,10,156,9,0
v1,992,9,1,middle,10,156,9,0
v2,992,9,0,middle,10,156,9,0
v2,992,9,1,middle,10,156,9,0
v1,631,16,0,middle,15,245,14,0
v1,631,16,1,middle,15,245,14,0
v2,631,16,0,middle,15,245,14,0
v2,631,16,1,middle,15,245,14,0
v1,854,16,0,middle,10,280,9,0
v1,854,16,1,middle,10,280,9,0
v2,854,16,0,middle,10,280,9,0
v2,854,16,1,middle,10,280,9,0
v1,165,9,0,middle,16,149,11,0
v1,165,9,1,middle,16,149,11,0
v2,165,9,0,middle,16,149,11,0
v2,165,9,1,middle,16,149,11,0
v1,722,10,0,middle,10,189,6,0
v1,722,10,1,middle,10,189,6,0
v2,722,10,0,middle,10,189,6,0
v2,722,10,1,middle,10,189,6,0
v1,716,13,0,middle,10,218,6,0
v1,716,13,1,middle,10,218,6,0
v2,716,13,0,middle,10,218,6,0
v2,716,13,1,middle,10,218,6,0
v1,881,11,0,middle,13,185,9,0
v1,881,11,1,middle,13,185,9,0
v2,881,11,0,middle,13,185,9,0
v2,881,11,1,middle,13,185,9,0
v1,966,15,0,middle,14,207,12,0
v1,966,15,1,middle,14,207,12,0
v2,966,15,0,middle,14,207,12,0
v2,966,15,1,middle,14,207,12,0
v1,654,11,0,middle,14,148,14,0
v1,654,11,1,middle,14,148,14,0
v2,654,11,0,middle,14,148,14,0
v2,654,11,1,middle,14,148,14,0
v1,881,13,0,middle,13,213,9,0
v1,881,13,1,middle,13,213,9,0
v2,881,13,0,middle,13,213,9,0
v2,881,13,1,middle,13,213,9,0
v1,128,8,0,middle,16,131,12,0
v1,128,8,1,middle,16,131,12,0
v2,128,8,0,middle,16,131,12,0
v2,128,8,1,middle,16,131,12,0
v1,481,6,0,middle,16,108,9,0
v1,481,6,1,middle,16,108,9,0
v2,481,6,0,middle,16,108,9,0
v2,481,6,1,middle,16,108,9,0
v1,550,10,0,middle,12,169,10,0
v1,550,10,1,middle,12,169,10,0
v2,550,10,0,middle,12,169,10,0
v2,550,10,1,middle,12,169,10,0
v1,443,13,0,middle,16,174,13,0
v1,443,13,1,middle,16,174,13,0
v2,443,13,0,middle,16,174,13,0
v2,443,13,1,middle,16,174,13,0
v1,711,12,0,middle,11,183,9,0
v1,711,12,1,middle,11,183,9,0
v2,711,12,0,middle,11,183,9,0
v2,711,12,1,middle,11,183,9,0
v1,580,11,0,middle,12,206,7,0
v1,580,11,1,middle,12,206,7,0
v2,580,11,0,middle,12,206,7,0
v2,580,11,1,middle,12,206,7,0
v1,730,13,0,middle,12,230,12,1
v1,730,13,1,middle,12,230,12,0
v2,730,13,0,middle,12,230,12,0
v2,730,13,1,middle,12,230,12,0
v1,605,11,0,middle,13,187,9,0
v1,605,11,1,middle,13,187,9,1
v2,605,11,0,middle,13,187,9,0
v2,605,11,1,middle,13,187,9,0
v1,775,11,0,middle,15,182,12,0
v1,775,11,1,middle,15,182,12,0
v2,775,11,0,middle,15,182,12,0
v2,775,11,1,middle,15,182,12,0
v1,177,12,0,middle,16,200,11,0
v1,177,12,1,middle,16,200,11,0
v2,177,12,0,middle,16,200,11,0
v2,177,12,1,middle,16,200,11,0
v1,995,11,0,middle,13,168,10,0
v1,995,11,1,middle,13,168,10,0
v2,995,11,0,middle,13,168,10,0
v2,995,11,1,middle,13,168,10,0
v1,790,12,0,middle,12,188,10,0
v1,790,12,1,middle,12,188,10,0
v2,790,12,0,middle,12,188,10,0
v2,790,12,1,middle,12,188,10,0
v1,396,9,0,middle,16,161,14,0
v1,396,9,1,middle,16,161,14,0
v2,396,9,0,middle,16,161,14,0
v2,396,9,1,middle,16,161,14,0
v1,640,14,0,middle,12,261,6,0
v1,640,14,1,middle,12,261,6,0
v2,640,14,0,middle,12,261,6,0
v2,640,14,1,middle,12,261,6,0
v1,493,9,0,middle,16,167,9,0
v1,493,9,1,middle,16,167,9,0
v2,493,9,0,middle,16,167,9,0
v2,493,9,1,middle,16,167,9,0
v1,613,11,0,middle,15,210,12,0
v1,613,11,1,middle,15,210,12,0
v2,613,11,0,middle,15,210,12,0
v2,613,11,1,middle,15,210,12,0
v1,791,13,0,middle,13,240,9,0
v1,791,13,1,middle,13,240,9,0
v2,791,13,0,middle,13,240,9,0
v2,791,13,1,middle,13,240,9,0
v1,950,15,0,middle,10,269,9,0
v1,950,15,1,middle,10,269,9,0
v2,950,15,0,middle,10,269,9,0
v2,950,15,1,middle,10,269,9,0
v1,751,11,0,middle,15,207,11,1
v1,751,11,1,middle,15,207,11,1
v2,751,11,0,middle,15,207,11,0
v2,751,11,1,middle,15,207,11,0
v1,757,13,0,middle,15,179,15,0
v1,757,13,1,middle,15,179,15,0
v2,757,13,0,middle,15,179,15,0
v2,757,13,1,middle,15,179,15,0
v1,685,9,0,middle,15,145,11,0
v1,685,9,1,middle,15,145,11,0
v2,685,9,0,middle,15,145,11,0
v2,685,9,1,middle,15,145,11,0
v1,339,13,0,middle,16,172,14,0
v1,339,13,1,middle,16,172,14,0
v2,339,13,0,middle,16,172,14,0
v2,339,13,1,middle,16,172,14,0
v1,698,16,0,middle,10,251,9,0
v1,698,16,1,middle,10,251,9,0
v2,698,16,0,middle,10,251,9,0
v2,698,16,1,middle,10,251,9,0
v1,889,11,0,middle,15,175,12,0
v1,889,11,1,middle,15,175,12,0
v2,889,11,0,middle,15,175,12,0
v2,889,11,1,middle,15,175,12,0
v1,57,15,0,middle,16,213,13,0
v1,57,15,1,middle,16,213,13,0
v2,57,15,0,middle,16,213,13,0
v2,57,15,1,middle,16,213,13,0
v1,390,8,0,middle,16,133,11,0
v1,390,8,1,middle,16,133,11,0
v2,390,8,0,middle,16,133,11,0
v2,390,8,1,middle,16,133,11,0
v1,26,7,0,middle,16,138,11,0
v1,26,7,1,middle,16,138,11,0
v2,26,7,0,middle,16,138,11,0
v2,26,7,1,middle,16,138,11,0
v1,935,12,0,middle,13,182,11,0
v1,935,12,1,middle,13,182,11,0
v2,935,12,0,middle,13,182,11,0
v2,935,12,1,middle,13,182,11,0
v1,210,5,0,middle,16,104,10,0
v1,210,5,1,middle,16,104,10,0
v2,210,5,0,middle,16,104,10,0
v2,210,5,1,middle,16,104,10,0
v1,526,13,0,middle,12,212,11,0
v1,526,13,1,middle,12,212,11,0
v2,526,13,0,middle,12,212,11,0
v2,526,13,1,middle,12,212,11,0
v1,732,10,0,middle,14,190,10,0
v1,732,10,1,middle,14,190,10,0
v2,732,10,0,middle,14,190,10,0
v2,732,10,1,middle,14,190,10,0
v1,899,10,0,middle,13,159,13,1
v1,899,10,1,middle,13,159,13,0
v2,899,10,0,middle,13,159,13,0
v2,899,10,1,middle,13,159,13,0
v1,907,12,0,middle,15,155,15,0
v1,907,12,1,middle,15,155,15,0
v2,907,12,0,middle,15,155,15,0
v2,907,12,1,middle,15,155,15,0
v1,82,7,0,middle,16,136,6,0
v1,82,7,1,middle,16,136,6,0
v2,82,7,0,middle,16,136,6,0
v2,82,7,1,middle,16,136,6,0
v1,298,13,0,middle,16,221,13,0
v1,298,13,1,middle,16,221,13,0
v2,298,13,0,middle,16,221,13,0
v2,298,13,1,middle,16,221,13,0
v1,690,15,0,middle,14,226,13,0
v1,690,15,1,middle,14,226,13,1
v2,690,15,0,middle,14,226,13,0
v2,690,15,1,middle,14,226,13,0
v1,824,10,0,middle,10,200,5,0
v1,824,10,1,middle,10,200,5,0
v2,824,10,0,middle,10,200,5,0
v2,824,10,1,middle,10,200,5,0
v1,812,9,0,middle,10,147,10,0
v1,812,9,1,middle,10,147,10,0
v2,812,9,0,middle,10,147,10,0
v2,812,9,1,middle,10,147,10,0
v1,54,8,0,middle,16,131,11,0
v1,54,8,1,middle,16,131,11,0
v2,54,8,0,middle,16,131,11,0
v2,54,8,1,middle,16,131,11,0
v1,319,8,0,middle,16,132,14,0
v1,319,8,1,middle,16,132,14,0
v2,319,8,0,middle,16,132,14,0
v2,319,8,1,middle,16,132,14,0
v1,502,11,0,middle,16,174,14,0
v1,502,11,1,middle,16,174,14,0
v2,502,11,0,middle,16,174,14,0
v2,502,11,1,middle,16,174,14,0
v1,359,11,0,middle,16,149,15,0
v1,359,11,1,middle,16,149,15,0
v2,359,11,0,middle,16,149,15,0
v2,359,11,1,middle,16,149,15,0
v1,259,9,0,middle,16,157,7,0
v1,259,9,1,middle,16,157,7,0
v2,259,9,0,middle,16,157,7,0
v2,259,9,1,middle,16,157,7,0
v1,1019,9,0,middle,13,159,12,0
v1,1019,9,1,middle,13,159,12,0
v2,1019,9,0,middle,13,159,12,0
v2,1019,9,1,middle,13,159,12,0
v1,464,6,0,middle,16,116,13,0
v1,464,6,1,middle,16,116,13,0
v2,464,6,0,middle,16,116,13,0
v2,464,6,1,middle,16,116,13,0
v1,63,8,0,middle,16,157,12,0
v1,63,8,1,middle,16,157,12,0
v2,63,8,0,middle,16,157,12,0
v2,63,8,1,middle,16,157,12,0
