time_s,radius_cm
3.498000000000000000e+04,1.277352895473250705e+00
3.504000000000000000e+04,1.277086729218106731e+00
3.510000000000000000e+04,1.276822222222222303e+00
3.516000000000000000e+04,1.276559295473250977e+00
3.522000000000000000e+04,1.276297869958847420e+00
3.528000000000000000e+04,1.276037866666666298e+00
3.534000000000000000e+04,1.275779206584361836e+00
3.540000000000000000e+04,1.275521810699588476e+00
3.546000000000000000e+04,1.275265599999999999e+00
3.552000000000000000e+04,1.275010495473250849e+00
3.558000000000000000e+04,1.274756418106995692e+00
3.564000000000000000e+04,1.274503288888888530e+00
3.570000000000000000e+04,1.274251028806584030e+00
3.576000000000000000e+04,1.273999558847736413e+00
3.582000000000000000e+04,1.273748799999999903e+00
3.588000000000000000e+04,1.273498673251028723e+00
3.594000000000000000e+04,1.273249099588477318e+00
3.600000000000000000e+04,1.272999999999999909e+00
3.606000000000000000e+04,1.272751552516619089e+00
3.612000000000000000e+04,1.272503998480531529e+00
3.618000000000000000e+04,1.272257353846153682e+00
3.624000000000000000e+04,1.272011634567901117e+00
3.630000000000000000e+04,1.271766856600189843e+00
3.636000000000000000e+04,1.271523035897435872e+00
3.642000000000000000e+04,1.271280188414054990e+00
3.648000000000000000e+04,1.271038330104463210e+00
3.654000000000000000e+04,1.270797476923076763e+00
3.660000000000000000e+04,1.270557644824311216e+00
3.666000000000000000e+04,1.270318849762582802e+00
3.672000000000000000e+04,1.270081107692307532e+00
3.678000000000000000e+04,1.269844434567901192e+00
3.684000000000000000e+04,1.269608846343779573e+00
3.690000000000000000e+04,1.269374358974358685e+00
3.696000000000000000e+04,1.269140988414054982e+00
3.702000000000000000e+04,1.268908750617283809e+00
3.708000000000000000e+04,1.268677661538461621e+00
3.714000000000000000e+04,1.268447737132003761e+00
3.720000000000000000e+04,1.268218993352326462e+00
3.726000000000000000e+04,1.267991446153846180e+00
3.732000000000000000e+04,1.267765111490978036e+00
3.738000000000000000e+04,1.267540005318138485e+00
3.744000000000000000e+04,1.267316143589743760e+00
3.750000000000000000e+04,1.267093542260208761e+00
3.756000000000000000e+04,1.266872217283950608e+00
3.762000000000000000e+04,1.266652184615384424e+00
3.768000000000000000e+04,1.266433460208926887e+00
3.774000000000000000e+04,1.266216060018993339e+00
3.780000000000000000e+04,1.266000000000000014e+00
3.786000000000000000e+04,1.265786119658119713e+00
3.792000000000000000e+04,1.265575111111110873e+00
3.798000000000000000e+04,1.265366769230769295e+00
3.804000000000000000e+04,1.265160888888888779e+00
3.810000000000000000e+04,1.264957264957264904e+00
3.816000000000000000e+04,1.264755692307692359e+00
3.822000000000000000e+04,1.264555965811965610e+00
3.828000000000000000e+04,1.264357880341880236e+00
3.834000000000000000e+04,1.264161230769230704e+00
3.840000000000000000e+04,1.263965811965811925e+00
3.846000000000000000e+04,1.263771418803418589e+00
3.852000000000000000e+04,1.263577846153846052e+00
3.858000000000000000e+04,1.263384888888888780e+00
3.864000000000000000e+04,1.263192341880341907e+00
3.870000000000000000e+04,1.262999999999999901e+00
3.876000000000000000e+04,1.262807658119658116e+00
3.882000000000000000e+04,1.262615111111111021e+00
3.888000000000000000e+04,1.262422153846153972e+00
3.894000000000000000e+04,1.262228581196581212e+00
3.900000000000000000e+04,1.262034188034188098e+00
3.906000000000000000e+04,1.261838769230769319e+00
3.912000000000000000e+04,1.261642119658119565e+00
3.918000000000000000e+04,1.261444034188034191e+00
3.924000000000000000e+04,1.261244307692307665e+00
3.930000000000000000e+04,1.261042735042735119e+00
3.936000000000000000e+04,1.260839111111111244e+00
3.942000000000000000e+04,1.260633230769230950e+00
3.948000000000000000e+04,1.260424888888888928e+00
3.954000000000000000e+04,1.260213880341880532e+00
3.960000000000000000e+04,1.260000000000000009e+00
3.966000000000000000e+04,1.259782185660019094e+00
3.972000000000000000e+04,1.259559764482431010e+00
3.978000000000000000e+04,1.259333115384615454e+00
3.984000000000000000e+04,1.259102617283950565e+00
3.990000000000000000e+04,1.258868649097815817e+00
3.996000000000000000e+04,1.258631589743589796e+00
4.002000000000000000e+04,1.258391818138651530e+00
4.008000000000000000e+04,1.258149713200379827e+00
4.014000000000000000e+04,1.257905653846153937e+00
4.020000000000000000e+04,1.257660018993352224e+00
4.026000000000000000e+04,1.257413187559354162e+00
4.032000000000000000e+04,1.257165538461538334e+00
4.038000000000000000e+04,1.256917450617283993e+00
4.044000000000000000e+04,1.256669302943969502e+00
4.050000000000000000e+04,1.256421474358974333e+00
4.056000000000000000e+04,1.256174343779677072e+00
4.062000000000000000e+04,1.255928290123456748e+00
4.068000000000000000e+04,1.255683692307692167e+00
4.074000000000000000e+04,1.255440929249762361e+00
4.080000000000000000e+04,1.255200379867046578e+00
4.086000000000000000e+04,1.254962423076922962e+00
4.092000000000000000e+04,1.254727437796770984e+00
4.098000000000000000e+04,1.254495802943969451e+00
4.104000000000000000e+04,1.254267897435897394e+00
4.110000000000000000e+04,1.254044100189933397e+00
4.116000000000000000e+04,1.253824790123456712e+00
4.122000000000000000e+04,1.253610346153845923e+00
4.128000000000000000e+04,1.253401147198480503e+00
4.134000000000000000e+04,1.253197572174738594e+00
4.140000000000000000e+04,1.252999999999999892e+00
4.146000000000000000e+04,1.252806779835390794e+00
4.152000000000000000e+04,1.252615967078189341e+00
4.158000000000000000e+04,1.252427499999999805e+00
4.164000000000000000e+04,1.252241316872427790e+00
4.170000000000000000e+04,1.252057355967078234e+00
4.176000000000000000e+04,1.251875555555555630e+00
4.182000000000000000e+04,1.251695853909464917e+00
4.188000000000000000e+04,1.251518189300411477e+00
4.194000000000000000e+04,1.251342499999999802e+00
4.200000000000000000e+04,1.251168724279835054e+00
4.206000000000000000e+04,1.250996800411522614e+00
4.212000000000000000e+04,1.250826666666666531e+00
4.218000000000000000e+04,1.250658261316872188e+00
4.224000000000000000e+04,1.250491522633744967e+00
4.230000000000000000e+04,1.250326388888888918e+00
4.236000000000000000e+04,1.250162798353909421e+00
4.242000000000000000e+04,1.250000689300411416e+00
4.248000000000000000e+04,1.249840000000000062e+00
4.254000000000000000e+04,1.249680668724280075e+00
4.260000000000000000e+04,1.249522633744855948e+00
4.266000000000000000e+04,1.249365833333333287e+00
4.272000000000000000e+04,1.249210205761317027e+00
4.278000000000000000e+04,1.249055689300411442e+00
4.284000000000000000e+04,1.248902222222222136e+00
4.290000000000000000e+04,1.248749742798354045e+00
4.296000000000000000e+04,1.248598189300411443e+00
4.302000000000000000e+04,1.248447499999999932e+00
4.308000000000000000e+04,1.248297613168724451e+00
4.314000000000000000e+04,1.248148467078189272e+00
4.320000000000000000e+04,1.247999999999999998e+00
4.326000000000000000e+04,1.247852823045267456e+00
4.332000000000000000e+04,1.247707522633744848e+00
4.338000000000000000e+04,1.247563999999999895e+00
4.344000000000000000e+04,1.247422156378600766e+00
4.350000000000000000e+04,1.247281893004115183e+00
4.356000000000000000e+04,1.247143111111111091e+00
4.362000000000000000e+04,1.247005711934156214e+00
4.368000000000000000e+04,1.246869596707818939e+00
4.374000000000000000e+04,1.246734666666666769e+00
4.380000000000000000e+04,1.246600823045267425e+00
4.386000000000000000e+04,1.246467967078189520e+00
4.392000000000000000e+04,1.246335999999999888e+00
4.398000000000000000e+04,1.246204823045267585e+00
4.404000000000000000e+04,1.246074337448559666e+00
4.410000000000000000e+04,1.245944444444444521e+00
4.416000000000000000e+04,1.245815045267489651e+00
4.422000000000000000e+04,1.245686041152263446e+00
4.428000000000000000e+04,1.245557333333333405e+00
4.434000000000000000e+04,1.245428823045267253e+00
4.440000000000000000e+04,1.245300411522633821e+00
4.446000000000000000e+04,1.245172000000000168e+00
4.452000000000000000e+04,1.245043489711934015e+00
4.458000000000000000e+04,1.244914781893003974e+00
4.464000000000000000e+04,1.244785777777777547e+00
4.470000000000000000e+04,1.244656378600823121e+00
4.476000000000000000e+04,1.244526485596707754e+00
4.482000000000000000e+04,1.244395999999999836e+00
4.488000000000000000e+04,1.244264823045267532e+00
4.494000000000000000e+04,1.244132855967078122e+00
4.500000000000000000e+04,1.243999999999999995e+00
4.506000000000000000e+04,1.243866666666666454e+00
4.512000000000000000e+04,1.243733333333333357e+00
4.518000000000000000e+04,1.243599999999999817e+00
4.524000000000000000e+04,1.243466666666666720e+00
4.530000000000000000e+04,1.243333333333333179e+00
4.536000000000000000e+04,1.243200000000000083e+00
4.542000000000000000e+04,1.243066666666666542e+00
4.548000000000000000e+04,1.242933333333333223e+00
4.554000000000000000e+04,1.242799999999999905e+00
4.560000000000000000e+04,1.242666666666666586e+00
4.566000000000000000e+04,1.242533333333333267e+00
4.572000000000000000e+04,1.242399999999999949e+00
4.578000000000000000e+04,1.242266666666666630e+00
4.584000000000000000e+04,1.242133333333333312e+00
4.590000000000000000e+04,1.241999999999999993e+00
4.596000000000000000e+04,1.241866666666666674e+00
4.602000000000000000e+04,1.241733333333333134e+00
4.608000000000000000e+04,1.241600000000000037e+00
4.614000000000000000e+04,1.241466666666666496e+00
4.620000000000000000e+04,1.241333333333333400e+00
4.626000000000000000e+04,1.241199999999999859e+00
4.632000000000000000e+04,1.241066666666666762e+00
4.638000000000000000e+04,1.240933333333333222e+00
4.644000000000000000e+04,1.240799999999999903e+00
4.650000000000000000e+04,1.240666666666666584e+00
4.656000000000000000e+04,1.240533333333333266e+00
4.662000000000000000e+04,1.240399999999999947e+00
4.668000000000000000e+04,1.240266666666666628e+00
4.674000000000000000e+04,1.240133333333333310e+00
4.680000000000000000e+04,1.239999999999999991e+00
4.686000000000000000e+04,1.239866052910052696e+00
4.692000000000000000e+04,1.239730962962962924e+00
4.698000000000000000e+04,1.239594857142857220e+00
4.704000000000000000e+04,1.239457862433862578e+00
4.710000000000000000e+04,1.239320105820105544e+00
4.716000000000000000e+04,1.239181714285714442e+00
4.722000000000000000e+04,1.239042814814814930e+00
4.728000000000000000e+04,1.238903534391534222e+00
4.734000000000000000e+04,1.238763999999999976e+00
4.740000000000000000e+04,1.238624338624338517e+00
4.746000000000000000e+04,1.238484677248677279e+00
4.752000000000000000e+04,1.238345142857142811e+00
4.758000000000000000e+04,1.238205862433862547e+00
4.764000000000000000e+04,1.238066962962963036e+00
4.770000000000000000e+04,1.237928571428571267e+00
4.776000000000000000e+04,1.237790814814814899e+00
4.782000000000000000e+04,1.237653820105819813e+00
4.788000000000000000e+04,1.237517714285714332e+00
4.794000000000000000e+04,1.237382624338624337e+00
4.800000000000000000e+04,1.237248677248677264e+00
4.806000000000000000e+04,1.237115999999999882e+00
4.812000000000000000e+04,1.236984719576719627e+00
4.818000000000000000e+04,1.236854962962962823e+00
4.824000000000000000e+04,1.236726857142856906e+00
4.830000000000000000e+04,1.236600529100529089e+00
4.836000000000000000e+04,1.236476105820105698e+00
4.842000000000000000e+04,1.236353714285714167e+00
4.848000000000000000e+04,1.236233481481481489e+00
4.854000000000000000e+04,1.236115534391534432e+00
4.860000000000000000e+04,1.235999999999999988e+00
4.866000000000000000e+04,1.235887111111110936e+00
4.872000000000000000e+04,1.235776888888888703e+00
4.878000000000000000e+04,1.235669142857142688e+00
4.884000000000000000e+04,1.235563682539682517e+00
4.890000000000000000e+04,1.235460317460317370e+00
4.896000000000000000e+04,1.235358857142856870e+00
4.902000000000000000e+04,1.235259111111111086e+00
4.908000000000000000e+04,1.235160888888888753e+00
4.914000000000000000e+04,1.235063999999999940e+00
4.920000000000000000e+04,1.234968253968253826e+00
4.926000000000000000e+04,1.234873460317460481e+00
4.932000000000000000e+04,1.234779428571428639e+00
4.938000000000000000e+04,1.234685968253968369e+00
4.944000000000000000e+04,1.234592888888888851e+00
4.950000000000000000e+04,1.234499999999999931e+00
4.956000000000000000e+04,1.234407111111111233e+00
4.962000000000000000e+04,1.234314031746031715e+00
4.968000000000000000e+04,1.234220571428571445e+00
4.974000000000000000e+04,1.234126539682539825e+00
4.980000000000000000e+04,1.234031746031746035e+00
4.986000000000000000e+04,1.233936000000000144e+00
4.992000000000000000e+04,1.233839111111111109e+00
4.998000000000000000e+04,1.233740888888888998e+00
5.004000000000000000e+04,1.233641142857142770e+00
5.010000000000000000e+04,1.233539682539682492e+00
5.016000000000000000e+04,1.233436317460317566e+00
5.022000000000000000e+04,1.233330857142857395e+00
5.028000000000000000e+04,1.233223111111111159e+00
5.034000000000000000e+04,1.233112888888888925e+00
5.040000000000000000e+04,1.233000000000000096e+00
5.046000000000000000e+04,1.232883851851851897e+00
5.052000000000000000e+04,1.232764148148148164e+00
5.058000000000000000e+04,1.232641142857142880e+00
5.064000000000000000e+04,1.232515089947090026e+00
5.070000000000000000e+04,1.232386243386243363e+00
5.076000000000000000e+04,1.232254857142857096e+00
5.082000000000000000e+04,1.232121185185185430e+00
5.088000000000000000e+04,1.231985481481481681e+00
5.094000000000000000e+04,1.231848000000000054e+00
5.100000000000000000e+04,1.231708994708994753e+00
5.106000000000000000e+04,1.231568719576719761e+00
5.112000000000000000e+04,1.231427428571428839e+00
5.118000000000000000e+04,1.231285375661375525e+00
5.124000000000000000e+04,1.231142814814814690e+00
5.130000000000000000e+04,1.231000000000000094e+00
5.136000000000000000e+04,1.230857185185185276e+00
5.142000000000000000e+04,1.230714624338624219e+00
5.148000000000000000e+04,1.230572571428571349e+00
5.154000000000000000e+04,1.230431280423280427e+00
5.160000000000000000e+04,1.230291005291005435e+00
5.166000000000000000e+04,1.230152000000000134e+00
5.172000000000000000e+04,1.230014518518518507e+00
5.178000000000000000e+04,1.229878814814814980e+00
5.184000000000000000e+04,1.229745142857142870e+00
5.190000000000000000e+04,1.229613756613756603e+00
5.196000000000000000e+04,1.229484910052909941e+00
5.202000000000000000e+04,1.229358857142857309e+00
5.208000000000000000e+04,1.229235851851852024e+00
5.214000000000000000e+04,1.229116148148148291e+00
5.220000000000000000e+04,1.229000000000000092e+00
5.226000000000000000e+04,1.228886650793650670e+00
5.232000000000000000e+04,1.228775111111111151e+00
5.238000000000000000e+04,1.228665285714285904e+00
5.244000000000000000e+04,1.228557079365079296e+00
5.250000000000000000e+04,1.228450396825396806e+00
5.256000000000000000e+04,1.228345142857143024e+00
5.262000000000000000e+04,1.228241222222222540e+00
5.268000000000000000e+04,1.228138539682539720e+00
5.274000000000000000e+04,1.228037000000000045e+00
5.280000000000000000e+04,1.227936507936507882e+00
5.286000000000000000e+04,1.227836968253968264e+00
5.292000000000000000e+04,1.227738285714285782e+00
5.298000000000000000e+04,1.227640365079365248e+00
5.304000000000000000e+04,1.227543111111111251e+00
5.310000000000000000e+04,1.227446428571428605e+00
5.316000000000000000e+04,1.227350222222222342e+00
5.322000000000000000e+04,1.227254396825396832e+00
5.328000000000000000e+04,1.227158857142857107e+00
5.334000000000000000e+04,1.227063507936507980e+00
5.340000000000000000e+04,1.226968253968254041e+00
5.346000000000000000e+04,1.226873000000000102e+00
5.352000000000000000e+04,1.226777650793650754e+00
5.358000000000000000e+04,1.226682111111111029e+00
5.364000000000000000e+04,1.226586285714285518e+00
5.370000000000000000e+04,1.226490079365079477e+00
5.376000000000000000e+04,1.226393396825397053e+00
5.382000000000000000e+04,1.226296142857142835e+00
5.388000000000000000e+04,1.226198222222222300e+00
5.394000000000000000e+04,1.226099539682539818e+00
5.400000000000000000e+04,1.225999999999999979e+00
5.406000000000000000e+04,1.225899355555555514e+00
5.412000000000000000e+04,1.225797511111111016e+00
5.418000000000000000e+04,1.225694600000000190e+00
5.424000000000000000e+04,1.225590755555555633e+00
5.430000000000000000e+04,1.225486111111111054e+00
5.436000000000000000e+04,1.225380799999999937e+00
5.442000000000000000e+04,1.225274955555555545e+00
5.448000000000000000e+04,1.225168711111111142e+00
5.454000000000000000e+04,1.225062199999999990e+00
5.460000000000000000e+04,1.224955555555555797e+00
5.466000000000000000e+04,1.224848911111110938e+00
5.472000000000000000e+04,1.224742400000000009e+00
5.478000000000000000e+04,1.224636155555555606e+00
5.484000000000000000e+04,1.224530311111111214e+00
5.490000000000000000e+04,1.224425000000000097e+00
5.496000000000000000e+04,1.224320355555555517e+00
5.502000000000000000e+04,1.224216511111111183e+00
5.508000000000000000e+04,1.224113599999999913e+00
5.514000000000000000e+04,1.224011755555555636e+00
5.520000000000000000e+04,1.223911111111111394e+00
5.526000000000000000e+04,1.223811800000000005e+00
5.532000000000000000e+04,1.223713955555555843e+00
5.538000000000000000e+04,1.223617711111111062e+00
5.544000000000000000e+04,1.223523200000000033e+00
5.550000000000000000e+04,1.223430555555555799e+00
5.556000000000000000e+04,1.223339911111111178e+00
5.562000000000000000e+04,1.223251400000000100e+00
5.568000000000000000e+04,1.223165155555555605e+00
5.574000000000000000e+04,1.223081311111111402e+00
5.580000000000000000e+04,1.223000000000000087e+00
5.586000000000000000e+04,1.222920874074074238e+00
5.592000000000000000e+04,1.222843437037037351e+00
5.598000000000000000e+04,1.222767600000000066e+00
5.604000000000000000e+04,1.222693274074074132e+00
5.610000000000000000e+04,1.222620370370370413e+00
5.616000000000000000e+04,1.222548800000000213e+00
5.622000000000000000e+04,1.222478474074074173e+00
5.628000000000000000e+04,1.222409303703703820e+00
5.634000000000000000e+04,1.222341200000000017e+00
5.640000000000000000e+04,1.222274074074074290e+00
5.646000000000000000e+04,1.222207837037037281e+00
5.652000000000000000e+04,1.222142400000000073e+00
5.658000000000000000e+04,1.222077674074073972e+00
5.664000000000000000e+04,1.222013570370370728e+00
5.670000000000000000e+04,1.221950000000000092e+00
5.676000000000000000e+04,1.221886874074074036e+00
5.682000000000000000e+04,1.221824103703703646e+00
5.688000000000000000e+04,1.221761600000000003e+00
5.694000000000000000e+04,1.221699274074073971e+00
5.700000000000000000e+04,1.221637037037037299e+00
5.706000000000000000e+04,1.221574799999999961e+00
5.712000000000000000e+04,1.221512474074074150e+00
5.718000000000000000e+04,1.221449970370370286e+00
5.724000000000000000e+04,1.221387200000000117e+00
5.730000000000000000e+04,1.221324074074074062e+00
5.736000000000000000e+04,1.221260503703703870e+00
5.742000000000000000e+04,1.221196399999999960e+00
5.748000000000000000e+04,1.221131674074074080e+00
5.754000000000000000e+04,1.221066237037036872e+00
5.760000000000000000e+04,1.221000000000000085e+00
5.766000000000000000e+04,1.220932617283950528e+00
5.772000000000000000e+04,1.220863901234567894e+00
5.778000000000000000e+04,1.220794000000000157e+00
5.784000000000000000e+04,1.220723061728395065e+00
5.790000000000000000e+04,1.220651234567901477e+00
5.796000000000000000e+04,1.220578666666666701e+00
5.802000000000000000e+04,1.220505506172839372e+00
5.808000000000000000e+04,1.220431901234567906e+00
5.814000000000000000e+04,1.220358000000000054e+00
5.820000000000000000e+04,1.220283950617284008e+00
5.826000000000000000e+04,1.220209901234568184e+00
5.832000000000000000e+04,1.220136000000000109e+00
5.838000000000000000e+04,1.220062395061728422e+00
5.844000000000000000e+04,1.219989234567901315e+00
5.850000000000000000e+04,1.219916666666666982e+00
5.856000000000000000e+04,1.219844839506172729e+00
5.862000000000000000e+04,1.219773901234568081e+00
5.868000000000000000e+04,1.219704000000000343e+00
5.874000000000000000e+04,1.219635283950617488e+00
5.880000000000000000e+04,1.219567901234567930e+00
5.886000000000000000e+04,1.219502000000000086e+00
5.892000000000000000e+04,1.219437728395061926e+00
5.898000000000000000e+04,1.219375234567901201e+00
5.904000000000000000e+04,1.219314666666666769e+00
5.910000000000000000e+04,1.219256172839506380e+00
5.916000000000000000e+04,1.219199901234568229e+00
5.922000000000000000e+04,1.219146000000000063e+00
5.928000000000000000e+04,1.219094617283950743e+00
5.934000000000000000e+04,1.219045901234568019e+00
5.940000000000000000e+04,1.219000000000000083e+00
5.946000000000000000e+04,1.218956641975308619e+00
5.952000000000000000e+04,1.218915358024691420e+00
5.958000000000000000e+04,1.218876000000000071e+00
5.964000000000000000e+04,1.218838419753086599e+00
5.970000000000000000e+04,1.218802469135802591e+00
5.976000000000000000e+04,1.218768000000000074e+00
5.982000000000000000e+04,1.218734864197530854e+00
5.988000000000000000e+04,1.218702913580246960e+00
5.994000000000000000e+04,1.218671999999999978e+00
6.000000000000000000e+04,1.218641975308642156e+00
6.006000000000000000e+04,1.218612691358024858e+00
6.012000000000000000e+04,1.218584000000000112e+00
6.018000000000000000e+04,1.218555753086419724e+00
6.024000000000000000e+04,1.218527802469135723e+00
6.030000000000000000e+04,1.218499999999999917e+00
6.036000000000000000e+04,1.218472197530864110e+00
6.042000000000000000e+04,1.218444246913580331e+00
6.048000000000000000e+04,1.218415999999999944e+00
6.054000000000000000e+04,1.218387308641975419e+00
6.060000000000000000e+04,1.218358024691358121e+00
6.066000000000000000e+04,1.218328000000000078e+00
6.072000000000000000e+04,1.218297086419753095e+00
6.078000000000000000e+04,1.218265135802469201e+00
6.084000000000000000e+04,1.218231999999999982e+00
6.090000000000000000e+04,1.218197530864197686e+00
6.096000000000000000e+04,1.218161580246913456e+00
6.102000000000000000e+04,1.218123999999999763e+00
6.108000000000000000e+04,1.218084641975308635e+00
6.114000000000000000e+04,1.218043358024691436e+00
6.120000000000000000e+04,1.217999999999999972e+00
6.126000000000000000e+04,1.217954098765432036e+00
6.132000000000000000e+04,1.217905382716049312e+00
6.138000000000000000e+04,1.217853999999999992e+00
6.144000000000000000e+04,1.217800098765432049e+00
6.150000000000000000e+04,1.217743827160493675e+00
6.156000000000000000e+04,1.217685333333333286e+00
6.162000000000000000e+04,1.217624765432098854e+00
6.168000000000000000e+04,1.217562271604938129e+00
6.174000000000000000e+04,1.217497999999999969e+00
6.180000000000000000e+04,1.217432098765432125e+00
6.186000000000000000e+04,1.217364716049382789e+00
6.192000000000000000e+04,1.217295999999999934e+00
6.198000000000000000e+04,1.217226098765431974e+00
6.204000000000000000e+04,1.217155160493827104e+00
6.210000000000000000e+04,1.217083333333333295e+00
6.216000000000000000e+04,1.217010765432098740e+00
6.222000000000000000e+04,1.216937604938271633e+00
6.228000000000000000e+04,1.216863999999999946e+00
6.234000000000000000e+04,1.216790098765432093e+00
6.240000000000000000e+04,1.216716049382716047e+00
6.246000000000000000e+04,1.216642000000000001e+00
6.252000000000000000e+04,1.216568098765431927e+00
6.258000000000000000e+04,1.216494493827160239e+00
6.264000000000000000e+04,1.216421333333333354e+00
6.270000000000000000e+04,1.216348765432098578e+00
6.276000000000000000e+04,1.216276938271604768e+00
6.282000000000000000e+04,1.216205999999999898e+00
6.288000000000000000e+04,1.216136098765432161e+00
6.294000000000000000e+04,1.216067382716049305e+00
6.300000000000000000e+04,1.215999999999999970e+00
6.306000000000000000e+04,1.215932617283950412e+00
6.312000000000000000e+04,1.215863901234567779e+00
6.318000000000000000e+04,1.215793999999999819e+00
6.324000000000000000e+04,1.215723061728394949e+00
6.330000000000000000e+04,1.215651234567901362e+00
6.336000000000000000e+04,1.215578666666666363e+00
6.342000000000000000e+04,1.215505506172839478e+00
6.348000000000000000e+04,1.215431901234567791e+00
6.354000000000000000e+04,1.215357999999999938e+00
6.360000000000000000e+04,1.215283950617283892e+00
6.366000000000000000e+04,1.215209901234567846e+00
6.372000000000000000e+04,1.215135999999999994e+00
6.378000000000000000e+04,1.215062395061728306e+00
6.384000000000000000e+04,1.214989234567901200e+00
6.390000000000000000e+04,1.214916666666666645e+00
6.396000000000000000e+04,1.214844839506172836e+00
6.402000000000000000e+04,1.214773901234567743e+00
6.408000000000000000e+04,1.214704000000000006e+00
6.414000000000000000e+04,1.214635283950617373e+00
6.420000000000000000e+04,1.214567901234567815e+00
6.426000000000000000e+04,1.214501999999999970e+00
6.432000000000000000e+04,1.214437728395061811e+00
6.438000000000000000e+04,1.214375234567901307e+00
6.444000000000000000e+04,1.214314666666666431e+00
6.450000000000000000e+04,1.214256172839506043e+00
6.456000000000000000e+04,1.214199901234567891e+00
6.462000000000000000e+04,1.214145999999999725e+00
6.468000000000000000e+04,1.214094617283950406e+00
6.474000000000000000e+04,1.214045901234567904e+00
6.480000000000000000e+04,1.213999999999999968e+00
6.486000000000000000e+04,1.213956283950617276e+00
6.492000000000000000e+04,1.213913975308642090e+00
6.498000000000000000e+04,1.213872999999999758e+00
6.504000000000000000e+04,1.213833283950617181e+00
6.510000000000000000e+04,1.213794753086419487e+00
6.516000000000000000e+04,1.213757333333333355e+00
6.522000000000000000e+04,1.213720950617283911e+00
6.528000000000000000e+04,1.213685530864197393e+00
6.534000000000000000e+04,1.213651000000000035e+00
6.540000000000000000e+04,1.213617283950617187e+00
6.546000000000000000e+04,1.213584308641975307e+00
6.552000000000000000e+04,1.213551999999999964e+00
6.558000000000000000e+04,1.213520283950617173e+00
6.564000000000000000e+04,1.213489086419753171e+00
6.570000000000000000e+04,1.213458333333333306e+00
6.576000000000000000e+04,1.213427950617284035e+00
6.582000000000000000e+04,1.213397864197530707e+00
6.588000000000000000e+04,1.213368000000000002e+00
6.594000000000000000e+04,1.213338283950617269e+00
6.600000000000000000e+04,1.213308641975308744e+00
6.606000000000000000e+04,1.213278999999999996e+00
6.612000000000000000e+04,1.213249283950617263e+00
6.618000000000000000e+04,1.213219419753086337e+00
6.624000000000000000e+04,1.213189333333333453e+00
6.630000000000000000e+04,1.213158950617283960e+00
6.636000000000000000e+04,1.213128197530864094e+00
6.642000000000000000e+04,1.213096999999999870e+00
6.648000000000000000e+04,1.213065283950617301e+00
6.654000000000000000e+04,1.213032975308641737e+00
6.660000000000000000e+04,1.213000000000000078e+00
6.666000000000000000e+04,1.212966666666666748e+00
6.672000000000000000e+04,1.212933333333333419e+00
6.678000000000000000e+04,1.212900000000000089e+00
6.684000000000000000e+04,1.212866666666666537e+00
6.690000000000000000e+04,1.212833333333333208e+00
6.696000000000000000e+04,1.212800000000000100e+00
6.702000000000000000e+04,1.212766666666666771e+00
6.708000000000000000e+04,1.212733333333333441e+00
6.714000000000000000e+04,1.212700000000000111e+00
6.720000000000000000e+04,1.212666666666666559e+00
6.726000000000000000e+04,1.212633333333333230e+00
6.732000000000000000e+04,1.212599999999999900e+00
6.738000000000000000e+04,1.212566666666666571e+00
6.744000000000000000e+04,1.212533333333333241e+00
6.750000000000000000e+04,1.212500000000000133e+00
6.756000000000000000e+04,1.212466666666666582e+00
6.762000000000000000e+04,1.212433333333333030e+00
6.768000000000000000e+04,1.212399999999999700e+00
6.774000000000000000e+04,1.212366666666666370e+00
6.780000000000000000e+04,1.212333333333333041e+00
6.786000000000000000e+04,1.212299999999999933e+00
6.792000000000000000e+04,1.212266666666666604e+00
6.798000000000000000e+04,1.212233333333333496e+00
6.804000000000000000e+04,1.212199999999999944e+00
6.810000000000000000e+04,1.212166666666666615e+00
6.816000000000000000e+04,1.212133333333333063e+00
6.822000000000000000e+04,1.212099999999999733e+00
6.828000000000000000e+04,1.212066666666666404e+00
6.834000000000000000e+04,1.212033333333333296e+00
6.840000000000000000e+04,1.211999999999999966e+00
6.846000000000000000e+04,1.211966666666666637e+00
6.852000000000000000e+04,1.211933333333333307e+00
6.858000000000000000e+04,1.211899999999999977e+00
6.864000000000000000e+04,1.211866666666666426e+00
6.870000000000000000e+04,1.211833333333333096e+00
6.876000000000000000e+04,1.211799999999999766e+00
6.882000000000000000e+04,1.211766666666666659e+00
6.888000000000000000e+04,1.211733333333333329e+00
6.894000000000000000e+04,1.211699999999999999e+00
6.900000000000000000e+04,1.211666666666666670e+00
6.906000000000000000e+04,1.211633333333333340e+00
6.912000000000000000e+04,1.211599999999999788e+00
6.918000000000000000e+04,1.211566666666666681e+00
6.924000000000000000e+04,1.211533333333333351e+00
6.930000000000000000e+04,1.211500000000000021e+00
6.936000000000000000e+04,1.211466666666666692e+00
6.942000000000000000e+04,1.211433333333333362e+00
6.948000000000000000e+04,1.211400000000000254e+00
6.954000000000000000e+04,1.211366666666666481e+00
6.960000000000000000e+04,1.211333333333333151e+00
6.966000000000000000e+04,1.211299999999999821e+00
6.972000000000000000e+04,1.211266666666666714e+00
6.978000000000000000e+04,1.211233333333333384e+00
6.984000000000000000e+04,1.211200000000000054e+00
