case_id,channel,x_um,y_um,max_receive_um,kind,direction_udeg,x_m,y_m,receive_radius_m,direction_deg
264,3,426330801,1111773522,1200454551,omni,,426.330801,1111.773522,1200.454551,
264,5,1288241711,949165939,1333722681,directional,270359247.0,1288.241711,949.165939,1333.722681,270.359247
264,6,444075584,1374888254,1063603239,directional,204410262.0,444.075584,1374.888254,1063.603239,204.410262
264,10,-9798744,-763252230,1302901351,directional,188234954.0,-9.798744,-763.25223,1302.901351,188.234954
264,11,395088880,509813274,1145877507,directional,130570063.0,395.08888,509.813274,1145.877507,130.570063
264,12,937370056,-1085645165,1158988434,omni,,937.370056,-1085.645165,1158.988434,
264,13,-849924188,-704341454,1200934367,directional,177450884.0,-849.924188,-704.341454,1200.934367,177.450884
264,15,-189653551,-1568219398,1087840874,directional,63355214.0,-189.653551,-1568.219398,1087.840874,63.355214
264,16,761725966,-877817926,1498676838,omni,,761.725966,-877.817926,1498.676838,
264,19,-271725419,-1004980383,1296495199,directional,322370331.0,-271.725419,-1004.980383,1296.495199,322.370331
264,20,-101170857,-854366978,1448792837,omni,,-101.170857,-854.366978,1448.792837,
265,1,-345719713,-1269207473,1382206062,omni,,-345.719713,-1269.207473,1382.206062,
265,2,-1381302757,-680671276,1014220967,omni,,-1381.302757,-680.671276,1014.220967,
265,3,-1408583701,-545004999,1183734701,directional,283464231.0,-1408.583701,-545.004999,1183.734701,283.464231
265,4,-55417169,131597096,1207101289,directional,101895974.0,-55.417169,131.597096,1207.101289,101.895974
265,5,-293201907,-1227374110,1039844295,omni,,-293.201907,-1227.37411,1039.844295,
265,6,-536588578,-259419710,1418007731,omni,,-536.588578,-259.41971,1418.007731,
265,7,112887081,-995248363,1426181793,directional,344377372.0,112.887081,-995.248363,1426.181793,344.377372
265,8,264576725,-330903702,1290526941,omni,,264.576725,-330.903702,1290.526941,
265,10,538444805,-612909518,1267866744,directional,59997003.0,538.444805,-612.909518,1267.866744,59.997003
265,11,-253767446,-1505052266,1461109408,omni,,-253.767446,-1505.052266,1461.109408,
265,13,1475840918,488019561,1483782951,directional,127454111.0,1475.840918,488.019561,1483.782951,127.454111
265,14,548304972,-554960476,1219555757,directional,280010605.0,548.304972,-554.960476,1219.555757,280.010605
265,15,656595861,-1097525523,1080681290,omni,,656.595861,-1097.525523,1080.68129,
265,16,-1674121916,318891629,1299309291,directional,25559549.0,-1674.121916,318.891629,1299.309291,25.559549
265,17,-873058275,-633606395,1434330334,omni,,-873.058275,-633.606395,1434.330334,
265,19,-1395870108,-1003497453,1251318291,directional,108313393.0,-1395.870108,-1003.497453,1251.318291,108.313393
266,1,254243561,-975143700,1435990740,directional,79936901.0,254.243561,-975.1437,1435.99074,79.936901
266,3,1361278038,-1040019548,1238619390,directional,214690587.0,1361.278038,-1040.019548,1238.61939,214.690587
266,6,-823419945,-832751209,1176511998,directional,299987178.0,-823.419945,-832.751209,1176.511998,299.987178
266,10,161461232,-192065708,1305387831,directional,43920536.0,161.461232,-192.065708,1305.387831,43.920536
266,13,-588122069,599336881,1383451158,directional,227619484.0,-588.122069,599.336881,1383.451158,227.619484
266,14,1324087225,-699776158,1007430928,directional,249117190.0,1324.087225,-699.776158,1007.430928,249.11719
266,15,260354628,627095846,1392008920,directional,135221554.0,260.354628,627.095846,1392.00892,135.221554
266,16,1542711829,-294938012,1089318749,omni,,1542.711829,-294.938012,1089.318749,
266,17,-314241597,268938928,1214515862,directional,114813218.0,-314.241597,268.938928,1214.515862,114.813218
266,18,-41472678,698972180,1346713775,directional,8740037.0,-41.472678,698.97218,1346.713775,8.740037
267,1,-830482047,-1457831649,1006763093,omni,,-830.482047,-1457.831649,1006.763093,
267,2,1402166940,-551177186,1481021283,omni,,1402.16694,-551.177186,1481.021283,
267,4,-81142300,-1526965637,1472652769,omni,,-81.1423,-1526.965637,1472.652769,
267,7,-67619518,656583836,1402392818,directional,328175534.0,-67.619518,656.583836,1402.392818,328.175534
267,9,-768846261,-1077177510,1415157920,directional,334688748.0,-768.846261,-1077.17751,1415.15792,334.688748
267,10,-1274732212,-380530724,1039162301,directional,198338609.0,-1274.732212,-380.530724,1039.162301,198.338609
267,12,876984843,-978321554,1101710248,omni,,876.984843,-978.321554,1101.710248,
267,14,939599904,-1329739683,1057991533,omni,,939.599904,-1329.739683,1057.991533,
267,16,-676090192,-1594006360,1128365067,directional,120456306.0,-676.090192,-1594.00636,1128.365067,120.456306
267,17,-422629843,1560802129,1045701843,directional,231979705.0,-422.629843,1560.802129,1045.701843,231.979705
267,18,-339611813,-834387725,1074314740,directional,312348048.0,-339.611813,-834.387725,1074.31474,312.348048
267,19,-1089633479,1313728382,1022009490,omni,,-1089.633479,1313.728382,1022.00949,
267,20,189274516,1344288809,1138347058,directional,145945098.0,189.274516,1344.288809,1138.347058,145.945098
268,1,-790276985,278796160,1078740094,omni,,-790.276985,278.79616,1078.740094,
268,3,1180951230,-350020605,1014829601,directional,301588376.0,1180.95123,-350.020605,1014.829601,301.588376
268,4,-759462896,931985270,1019433564,omni,,-759.462896,931.98527,1019.433564,
268,5,1620410321,-589482730,1342570090,directional,19196095.0,1620.410321,-589.48273,1342.57009,19.196095
268,7,816815697,298164507,1329934131,directional,333336884.0,816.815697,298.164507,1329.934131,333.336884
268,11,831643313,-1380491110,1355739372,directional,298236776.0,831.643313,-1380.49111,1355.739372,298.236776
268,12,1306800286,444569573,1310882762,directional,172556869.0,1306.800286,444.569573,1310.882762,172.556869
268,13,-398075339,756585458,1233605833,directional,347628859.0,-398.075339,756.585458,1233.605833,347.628859
268,14,-1558370716,-353456531,1476305948,directional,344690225.0,-1558.370716,-353.456531,1476.305948,344.690225
268,15,224559759,-1665702210,1337454821,directional,157468186.0,224.559759,-1665.70221,1337.454821,157.468186
268,16,-422132231,-1486864787,1470659110,directional,15023049.0,-422.132231,-1486.864787,1470.65911,15.023049
268,17,1268060843,701438665,1268746513,directional,330365994.0,1268.060843,701.438665,1268.746513,330.365994
268,20,-156877812,-1364238637,1499140846,directional,62083827.0,-156.877812,-1364.238637,1499.140846,62.083827
269,2,-221812505,10518603,1467276498,omni,,-221.812505,10.518603,1467.276498,
269,3,202856647,1020474734,1400615088,omni,,202.856647,1020.474734,1400.615088,
269,4,-191343411,1219962876,1007366317,omni,,-191.343411,1219.962876,1007.366317,
269,5,-349737807,991145457,1444351203,omni,,-349.737807,991.145457,1444.351203,
269,6,-1158744799,-250563414,1008340318,omni,,-1158.744799,-250.563414,1008.340318,
269,7,553161524,-223538002,1037749802,omni,,553.161524,-223.538002,1037.749802,
269,8,-32191347,670845376,1136299430,omni,,-32.191347,670.845376,1136.29943,
269,10,-1583901782,734229989,1429650643,omni,,-1583.901782,734.229989,1429.650643,
269,11,-1202820449,-41799638,1415824912,directional,185194101.0,-1202.820449,-41.799638,1415.824912,185.194101
269,13,589261829,-57162883,1140870371,omni,,589.261829,-57.162883,1140.870371,
269,14,849715666,-1161343942,1168862006,omni,,849.715666,-1161.343942,1168.862006,
269,15,946981359,-101835486,1416158122,omni,,946.981359,-101.835486,1416.158122,
269,18,-1129511252,-121038080,1017663675,directional,231445914.0,-1129.511252,-121.03808,1017.663675,231.445914
269,20,-968605694,-1188216203,1449876188,omni,,-968.605694,-1188.216203,1449.876188,
270,1,1551126590,-110013120,1493236194,directional,297678958.0,1551.12659,-110.01312,1493.236194,297.678958
270,2,-1044825179,986777001,1380987881,directional,76009980.0,-1044.825179,986.777001,1380.987881,76.00998
270,3,1427345184,185518363,1150020026,directional,265307379.0,1427.345184,185.518363,1150.020026,265.307379
270,6,-897828254,1520586691,1200480148,directional,316577282.0,-897.828254,1520.586691,1200.480148,316.577282
270,8,6685623,-953957179,1107320621,directional,283500100.0,6.685623,-953.957179,1107.320621,283.5001
270,9,729866843,191871826,1423372962,directional,99995174.0,729.866843,191.871826,1423.372962,99.995174
270,12,-644957227,1135093488,1126057843,directional,53731768.0,-644.957227,1135.093488,1126.057843,53.731768
270,14,-1176260927,1292732388,1409820882,omni,,-1176.260927,1292.732388,1409.820882,
270,17,1164919896,-948617830,1042183635,omni,,1164.919896,-948.61783,1042.183635,
270,19,1456333158,973902464,1357360505,omni,,1456.333158,973.902464,1357.360505,
270,20,-95291108,-2748735,1158356037,omni,,-95.291108,-2.748735,1158.356037,
271,1,-915766132,-377319702,1474770281,directional,245992515.0,-915.766132,-377.319702,1474.770281,245.992515
271,6,-838030991,1418738294,1328188920,omni,,-838.030991,1418.738294,1328.18892,
271,8,-628271669,-509593930,1355587890,directional,69424328.0,-628.271669,-509.59393,1355.58789,69.424328
271,9,57650925,1237052151,1280806615,directional,27985648.0,57.650925,1237.052151,1280.806615,27.985648
271,11,869849446,-111132419,1087403054,directional,269749204.0,869.849446,-111.132419,1087.403054,269.749204
271,13,-1269471723,-109333819,1484526159,directional,187003060.0,-1269.471723,-109.333819,1484.526159,187.00306
271,14,385653246,475622170,1360705483,directional,144287431.0,385.653246,475.62217,1360.705483,144.287431
271,15,647637849,-175546257,1123289305,directional,9356700.0,647.637849,-175.546257,1123.289305,9.3567
271,17,1249147013,-826437981,1060819180,directional,196711577.0,1249.147013,-826.437981,1060.81918,196.711577
271,18,-1241738155,-513591926,1467096811,omni,,-1241.738155,-513.591926,1467.096811,
271,19,56031732,-1538104781,1230567983,omni,,56.031732,-1538.104781,1230.567983,
272,2,157766092,888390122,1002794811,omni,,157.766092,888.390122,1002.794811,
272,3,1569896472,434310221,1234453012,omni,,1569.896472,434.310221,1234.453012,
272,4,-49821125,-83635170,1394055181,directional,296520185.0,-49.821125,-83.63517,1394.055181,296.520185
272,9,447403066,-961931476,1348838479,directional,325097539.0,447.403066,-961.931476,1348.838479,325.097539
272,10,1248964240,-417537483,1463445244,omni,,1248.96424,-417.537483,1463.445244,
272,13,-232083292,1283252041,1124830689,directional,242290091.0,-232.083292,1283.252041,1124.830689,242.290091
272,15,1070853713,98190870,1159662665,directional,226375980.0,1070.853713,98.19087,1159.662665,226.37598
272,17,55657846,-310363179,1328320717,omni,,55.657846,-310.363179,1328.320717,
272,19,-1223501844,-231081534,1427735974,directional,64908724.0,-1223.501844,-231.081534,1427.735974,64.908724
272,20,-1556853907,-271685756,1119851497,directional,246933793.0,-1556.853907,-271.685756,1119.851497,246.933793
273,3,283185886,1438143934,1044030111,omni,,283.185886,1438.143934,1044.030111,
273,4,-1357397867,179613073,1240033476,omni,,-1357.397867,179.613073,1240.033476,
273,6,1497724902,-92062196,1394528461,omni,,1497.724902,-92.062196,1394.528461,
273,7,-179016510,-1577791075,1073170398,omni,,-179.01651,-1577.791075,1073.170398,
273,10,1483321730,189525028,1121057636,omni,,1483.32173,189.525028,1121.057636,
273,11,1311519070,672597667,1239043087,omni,,1311.51907,672.597667,1239.043087,
273,12,271156520,-1034194204,1034259226,omni,,271.15652,-1034.194204,1034.259226,
273,14,-570524188,835517962,1154169821,omni,,-570.524188,835.517962,1154.169821,
273,15,954381953,-542154298,1475635389,directional,324115973.0,954.381953,-542.154298,1475.635389,324.115973
273,16,1203446438,539825866,1164079574,omni,,1203.446438,539.825866,1164.079574,
273,17,-384364215,-393966052,1324134970,omni,,-384.364215,-393.966052,1324.13497,
273,20,1205253816,-350194742,1456638248,omni,,1205.253816,-350.194742,1456.638248,
274,1,547127667,-65988957,1337887237,directional,331587036.0,547.127667,-65.988957,1337.887237,331.587036
274,2,-419714754,712328214,1095474069,directional,275059886.0,-419.714754,712.328214,1095.474069,275.059886
274,3,407887515,286349626,1291524307,omni,,407.887515,286.349626,1291.524307,
274,4,-1431029265,-312835789,1438579036,directional,160757004.0,-1431.029265,-312.835789,1438.579036,160.757004
274,5,253982041,157411085,1065534999,omni,,253.982041,157.411085,1065.534999,
274,6,-129460669,269634616,1196934825,directional,114940867.0,-129.460669,269.634616,1196.934825,114.940867
274,8,-1309521795,815003626,1469403349,omni,,-1309.521795,815.003626,1469.403349,
274,9,-1147424207,916448160,1046133737,directional,314416136.0,-1147.424207,916.44816,1046.133737,314.416136
274,11,35958319,-84556908,1199844472,directional,56140233.0,35.958319,-84.556908,1199.844472,56.140233
274,12,57853647,1304827892,1350262741,directional,174761177.0,57.853647,1304.827892,1350.262741,174.761177
274,13,1068130426,-946409496,1372200075,directional,249824874.0,1068.130426,-946.409496,1372.200075,249.824874
274,14,-102353404,-91816233,1401384931,directional,171196295.0,-102.353404,-91.816233,1401.384931,171.196295
274,16,1718320275,219688797,1490761459,directional,285259.0,1718.320275,219.688797,1490.761459,0.285259
274,17,870154746,-1501029999,1297849851,omni,,870.154746,-1501.029999,1297.849851,
274,19,712624212,-713192835,1307982119,omni,,712.624212,-713.192835,1307.982119,
274,20,-818481792,-895505092,1443892871,directional,124806331.0,-818.481792,-895.505092,1443.892871,124.806331
275,1,-714748658,1025366341,1117734573,directional,215622609.0,-714.748658,1025.366341,1117.734573,215.622609
275,2,-1033465441,128398218,1439270781,omni,,-1033.465441,128.398218,1439.270781,
275,3,544877861,-435151969,1187411202,omni,,544.877861,-435.151969,1187.411202,
275,5,-1028507766,-1042471052,1430031698,omni,,-1028.507766,-1042.471052,1430.031698,
275,6,-820811975,-793552011,1281487322,directional,171804172.0,-820.811975,-793.552011,1281.487322,171.804172
275,7,-340317577,-1668652709,1400917129,directional,134339408.0,-340.317577,-1668.652709,1400.917129,134.339408
275,9,-614565688,428662907,1163915744,directional,140832499.0,-614.565688,428.662907,1163.915744,140.832499
275,11,357745890,-552783470,1158316831,omni,,357.74589,-552.78347,1158.316831,
275,12,-1210338732,-812442286,1493872411,directional,340977444.0,-1210.338732,-812.442286,1493.872411,340.977444
275,13,311557229,-1063221374,1395547690,omni,,311.557229,-1063.221374,1395.54769,
275,16,-309146341,-1271794425,1191243256,directional,109293788.0,-309.146341,-1271.794425,1191.243256,109.293788
275,17,1275438366,819213289,1178127865,directional,181143335.0,1275.438366,819.213289,1178.127865,181.143335
275,18,1712365518,-63297822,1032445191,directional,93909989.0,1712.365518,-63.297822,1032.445191,93.909989
275,19,-738632318,-459422224,1355325925,directional,355909456.0,-738.632318,-459.422224,1355.325925,355.909456
275,20,-689228528,1469523913,1299019717,directional,254840887.0,-689.228528,1469.523913,1299.019717,254.840887
276,1,760695944,606856124,1012411352,directional,281271660.0,760.695944,606.856124,1012.411352,281.27166
276,2,1626362033,392814531,1421855628,omni,,1626.362033,392.814531,1421.855628,
276,7,-642770885,-983060906,1189380920,omni,,-642.770885,-983.060906,1189.38092,
276,8,-196560009,641737154,1286679832,directional,288141539.0,-196.560009,641.737154,1286.679832,288.141539
276,10,1472565997,48873611,1330948428,omni,,1472.565997,48.873611,1330.948428,
276,11,-129996446,882753458,1173129617,directional,75951194.0,-129.996446,882.753458,1173.129617,75.951194
276,12,-1569719040,-704309322,1272811552,omni,,-1569.71904,-704.309322,1272.811552,
276,13,-930784480,1495622960,1428076022,directional,239499494.0,-930.78448,1495.62296,1428.076022,239.499494
276,19,-8809359,242457665,1376860157,directional,46289705.0,-8.809359,242.457665,1376.860157,46.289705
276,20,-662163996,78959399,1050539549,directional,4517113.0,-662.163996,78.959399,1050.539549,4.517113
277,1,-646555978,294689876,1413965272,directional,44010143.0,-646.555978,294.689876,1413.965272,44.010143
277,2,-141680758,470132221,1257283214,omni,,-141.680758,470.132221,1257.283214,
277,3,-1707725822,54574104,1280534087,omni,,-1707.725822,54.574104,1280.534087,
277,4,-255030552,1161336234,1172615061,omni,,-255.030552,1161.336234,1172.615061,
277,5,1684412333,-536249640,1166110631,omni,,1684.412333,-536.24964,1166.110631,
277,6,-758033984,-1048771302,1302109212,omni,,-758.033984,-1048.771302,1302.109212,
277,12,-77312006,1622616533,1400780096,directional,39326610.0,-77.312006,1622.616533,1400.780096,39.32661
277,13,329223360,1641529946,1351324295,directional,164619813.0,329.22336,1641.529946,1351.324295,164.619813
277,16,485933136,-1406001399,1312390648,omni,,485.933136,-1406.001399,1312.390648,
277,17,626009663,-706801413,1198058507,directional,63043143.0,626.009663,-706.801413,1198.058507,63.043143
277,19,192733750,-1623403704,1140283690,directional,237858435.0,192.73375,-1623.403704,1140.28369,237.858435
277,20,-47648208,673866024,1108974909,directional,315743331.0,-47.648208,673.866024,1108.974909,315.743331
278,2,1129254353,599291625,1305132664,omni,,1129.254353,599.291625,1305.132664,
278,4,568669939,687685963,1243461299,omni,,568.669939,687.685963,1243.461299,
278,5,1509217154,56642895,1118727639,directional,52089179.0,1509.217154,56.642895,1118.727639,52.089179
278,6,1341793993,-1137535279,1084800108,omni,,1341.793993,-1137.535279,1084.800108,
278,7,-1161595890,-564929635,1236558301,omni,,-1161.59589,-564.929635,1236.558301,
278,11,594264152,299623295,1099848551,omni,,594.264152,299.623295,1099.848551,
278,12,-1038549241,421685590,1036527152,omni,,-1038.549241,421.68559,1036.527152,
278,13,-352348698,-111066783,1281766747,directional,293252703.0,-352.348698,-111.066783,1281.766747,293.252703
278,14,-1658348040,117320293,1077257318,omni,,-1658.34804,117.320293,1077.257318,
278,15,-592071320,256693817,1474736110,directional,221522569.0,-592.07132,256.693817,1474.73611,221.522569
278,16,-411846171,1500233078,1274632924,directional,1867801.0,-411.846171,1500.233078,1274.632924,1.867801
278,17,-588755661,-1200549319,1198049198,omni,,-588.755661,-1200.549319,1198.049198,
278,18,-1672845315,159740054,1162704673,omni,,-1672.845315,159.740054,1162.704673,
278,19,295129066,-844309973,1446763815,omni,,295.129066,-844.309973,1446.763815,
278,20,460525771,-1613624210,1069219628,omni,,460.525771,-1613.62421,1069.219628,
279,1,-98997158,-1262055781,1474850596,omni,,-98.997158,-1262.055781,1474.850596,
279,4,257930250,-231142747,1084237529,omni,,257.93025,-231.142747,1084.237529,
279,5,-1515027266,604057203,1129436152,directional,289770973.0,-1515.027266,604.057203,1129.436152,289.770973
279,6,1289148603,685455587,1248601962,directional,288644744.0,1289.148603,685.455587,1248.601962,288.644744
279,7,-201617640,1331162182,1357789037,directional,102067752.0,-201.61764,1331.162182,1357.789037,102.067752
279,8,-1687195367,58267083,1044548789,directional,213202669.0,-1687.195367,58.267083,1044.548789,213.202669
279,10,836162729,-815856306,1297475092,directional,129564694.0,836.162729,-815.856306,1297.475092,129.564694
279,11,997985127,-497872353,1170399403,omni,,997.985127,-497.872353,1170.399403,
279,13,856230133,-897110328,1013827173,directional,129829179.0,856.230133,-897.110328,1013.827173,129.829179
279,14,1589152901,168955791,1012542926,directional,257981505.0,1589.152901,168.955791,1012.542926,257.981505
279,15,-1186477266,-360538178,1424818668,directional,329063599.0,-1186.477266,-360.538178,1424.818668,329.063599
279,16,1048005121,281485079,1455943278,omni,,1048.005121,281.485079,1455.943278,
279,17,496562398,-195428688,1401284225,directional,89609697.0,496.562398,-195.428688,1401.284225,89.609697
279,18,471892383,868044692,1305972489,directional,309558608.0,471.892383,868.044692,1305.972489,309.558608
279,19,226022379,-1075878788,1149910746,directional,128704083.0,226.022379,-1075.878788,1149.910746,128.704083
279,20,401843743,-532228847,1119018598,directional,111842226.0,401.843743,-532.228847,1119.018598,111.842226
280,1,97783008,324871926,1171929008,omni,,97.783008,324.871926,1171.929008,
280,2,938111888,-1082046646,1111542511,omni,,938.111888,-1082.046646,1111.542511,
280,3,-1458291174,-332410557,1300839563,omni,,-1458.291174,-332.410557,1300.839563,
280,7,466309244,563238186,1394488185,omni,,466.309244,563.238186,1394.488185,
280,8,-530237786,-1533990860,1345663277,omni,,-530.237786,-1533.99086,1345.663277,
280,9,676812407,1522162372,1300624918,omni,,676.812407,1522.162372,1300.624918,
280,10,231558338,-12872033,1223734557,omni,,231.558338,-12.872033,1223.734557,
280,11,-1403378326,-410736603,1193261239,directional,299764314.0,-1403.378326,-410.736603,1193.261239,299.764314
280,12,-1158379268,-1224902711,1108494306,omni,,-1158.379268,-1224.902711,1108.494306,
280,14,552858002,-1348612320,1231914379,omni,,552.858002,-1348.61232,1231.914379,
280,18,798611077,-1006827534,1018136846,omni,,798.611077,-1006.827534,1018.136846,
280,19,1394054913,-1023708735,1116603990,omni,,1394.054913,-1023.708735,1116.60399,
280,20,329160608,-2780923,1289958984,omni,,329.160608,-2.780923,1289.958984,
281,2,-967242657,987364241,1488142377,directional,149365478.0,-967.242657,987.364241,1488.142377,149.365478
281,3,1049179688,-471946571,1086043077,directional,358116646.0,1049.179688,-471.946571,1086.043077,358.116646
281,4,302104627,1640927665,1493282701,directional,72697308.0,302.104627,1640.927665,1493.282701,72.697308
281,5,762618280,1380998606,1039308580,directional,286063320.0,762.61828,1380.998606,1039.30858,286.06332
281,10,738976749,1151838698,1061125549,directional,302073387.0,738.976749,1151.838698,1061.125549,302.073387
281,13,487187704,-1031137113,1329672048,directional,41512165.0,487.187704,-1031.137113,1329.672048,41.512165
281,15,-1606591788,708734907,1092606817,directional,322774950.0,-1606.591788,708.734907,1092.606817,322.77495
281,16,171229241,-47923246,1404334732,directional,249536179.0,171.229241,-47.923246,1404.334732,249.536179
281,17,-1739341968,-169176387,1135254269,directional,216422497.0,-1739.341968,-169.176387,1135.254269,216.422497
281,18,389369181,20058678,1206232245,omni,,389.369181,20.058678,1206.232245,
282,2,841654273,1279670631,1057584388,omni,,841.654273,1279.670631,1057.584388,
282,3,161582597,875785861,1020863775,directional,278563319.0,161.582597,875.785861,1020.863775,278.563319
282,4,649119231,674108033,1292317995,omni,,649.119231,674.108033,1292.317995,
282,5,-805729364,154856888,1420084733,omni,,-805.729364,154.856888,1420.084733,
282,6,-293623329,-1526334788,1496148396,directional,7718484.0,-293.623329,-1526.334788,1496.148396,7.718484
282,7,1476457460,391942167,1226925766,directional,350927770.0,1476.45746,391.942167,1226.925766,350.92777
282,8,-72103172,-974171520,1374518566,omni,,-72.103172,-974.17152,1374.518566,
282,9,596538343,744533847,1127429460,directional,139344166.0,596.538343,744.533847,1127.42946,139.344166
282,11,-1176756562,-755800417,1378974107,directional,330265782.0,-1176.756562,-755.800417,1378.974107,330.265782
282,12,-1172295450,792975148,1473696683,omni,,-1172.29545,792.975148,1473.696683,
282,13,-1093588716,1120749515,1005970476,omni,,-1093.588716,1120.749515,1005.970476,
282,14,649689518,5856265,1249345418,directional,38501167.0,649.689518,5.856265,1249.345418,38.501167
282,15,280039180,866643319,1379371028,omni,,280.03918,866.643319,1379.371028,
282,18,-671173634,-1239469531,1445888739,directional,4911255.0,-671.173634,-1239.469531,1445.888739,4.911255
283,3,-566034677,933149065,1126281463,omni,,-566.034677,933.149065,1126.281463,
283,4,817372520,-619735398,1227947548,directional,125060777.0,817.37252,-619.735398,1227.947548,125.060777
283,7,499020826,-197701950,1462541625,omni,,499.020826,-197.70195,1462.541625,
283,10,-141631565,-1430330445,1181901374,omni,,-141.631565,-1430.330445,1181.901374,
283,11,-1181847428,1043908243,1175539602,omni,,-1181.847428,1043.908243,1175.539602,
283,12,274290064,485816699,1208166947,omni,,274.290064,485.816699,1208.166947,
283,13,1466708272,-849730179,1182068344,directional,37313554.0,1466.708272,-849.730179,1182.068344,37.313554
283,14,-925302935,-932368361,1014333714,omni,,-925.302935,-932.368361,1014.333714,
283,16,-421449312,-1034779647,1341002284,directional,106502686.0,-421.449312,-1034.779647,1341.002284,106.502686
283,18,-497513529,-977779185,1416439667,omni,,-497.513529,-977.779185,1416.439667,
283,19,-558199728,-4960144,1097559786,omni,,-558.199728,-4.960144,1097.559786,
284,1,1484955269,-641980437,1020210508,directional,1966198.0,1484.955269,-641.980437,1020.210508,1.966198
284,5,769411941,1516112840,1478613854,directional,2720830.0,769.411941,1516.11284,1478.613854,2.72083
284,7,158245741,-515551963,1088287649,directional,293062406.0,158.245741,-515.551963,1088.287649,293.062406
284,8,-789926935,-1390904156,1344713502,directional,219284079.0,-789.926935,-1390.904156,1344.713502,219.284079
284,10,-602996136,-105204141,1169437599,directional,339433547.0,-602.996136,-105.204141,1169.437599,339.433547
284,11,256427625,-361229773,1070433599,directional,211483063.0,256.427625,-361.229773,1070.433599,211.483063
284,15,332942261,45019719,1125381881,omni,,332.942261,45.019719,1125.381881,
284,16,-1183525061,1061387850,1413865940,omni,,-1183.525061,1061.38785,1413.86594,
284,17,-1501199962,-269152501,1325389020,directional,199890757.0,-1501.199962,-269.152501,1325.38902,199.890757
284,18,-324663234,-384352518,1323746650,directional,348291475.0,-324.663234,-384.352518,1323.74665,348.291475
284,19,768372919,-322456362,1403296159,directional,105265170.0,768.372919,-322.456362,1403.296159,105.26517
284,20,-752601708,-883969850,1348082754,omni,,-752.601708,-883.96985,1348.082754,
285,1,-692977222,-1598777053,1126082131,directional,107833756.0,-692.977222,-1598.777053,1126.082131,107.833756
285,2,-1117057416,-171434587,1377418626,directional,194209816.0,-1117.057416,-171.434587,1377.418626,194.209816
285,3,40832183,-1400381599,1137775646,directional,309068089.0,40.832183,-1400.381599,1137.775646,309.068089
285,5,1317377717,-834905550,1297194722,directional,88509258.0,1317.377717,-834.90555,1297.194722,88.509258
285,6,-666147328,431797725,1384473477,directional,277243948.0,-666.147328,431.797725,1384.473477,277.243948
285,9,-1307864211,-1000539383,1067733517,directional,145022117.0,-1307.864211,-1000.539383,1067.733517,145.022117
285,10,-1055986711,-1261164157,1239469545,directional,221712916.0,-1055.986711,-1261.164157,1239.469545,221.712916
285,13,-722220902,-1407365173,1004118626,omni,,-722.220902,-1407.365173,1004.118626,
285,14,509109377,850824267,1451208433,directional,214638029.0,509.109377,850.824267,1451.208433,214.638029
285,15,-943651740,-568072246,1426612551,directional,83876792.0,-943.65174,-568.072246,1426.612551,83.876792
285,18,-729651768,-1267008018,1101828973,directional,237647108.0,-729.651768,-1267.008018,1101.828973,237.647108
285,19,832723910,1234867286,1092694027,directional,8294302.0,832.72391,1234.867286,1092.694027,8.294302
285,20,-1584944752,280882518,1175316349,directional,177173968.0,-1584.944752,280.882518,1175.316349,177.173968
286,1,1126619636,79887664,1206080001,directional,281413432.0,1126.619636,79.887664,1206.080001,281.413432
286,2,-304647688,134686309,1284030275,directional,113883223.0,-304.647688,134.686309,1284.030275,113.883223
286,4,584309982,604176228,1338552655,omni,,584.309982,604.176228,1338.552655,
286,6,487238036,527102034,1014389599,directional,265046467.0,487.238036,527.102034,1014.389599,265.046467
286,10,-1544091766,-720262564,1252666363,omni,,-1544.091766,-720.262564,1252.666363,
286,12,-40876219,-1245973414,1376864846,omni,,-40.876219,-1245.973414,1376.864846,
286,13,-773384126,1560579897,1482965701,directional,106894040.0,-773.384126,1560.579897,1482.965701,106.89404
286,15,-832791959,-1335633647,1121771979,directional,144339491.0,-832.791959,-1335.633647,1121.771979,144.339491
286,18,761310246,400989606,1309536043,directional,317921582.0,761.310246,400.989606,1309.536043,317.921582
286,20,-382210775,5227417,1202681995,omni,,-382.210775,5.227417,1202.681995,
287,4,676903569,1123090914,1354846598,omni,,676.903569,1123.090914,1354.846598,
287,5,-165381214,-329221430,1320515582,directional,114224323.0,-165.381214,-329.22143,1320.515582,114.224323
287,6,278960985,-232878461,1147713501,directional,235930400.0,278.960985,-232.878461,1147.713501,235.9304
287,7,764282384,261417937,1252845763,directional,73360054.0,764.282384,261.417937,1252.845763,73.360054
287,8,-63617376,-613140249,1349838151,directional,43170109.0,-63.617376,-613.140249,1349.838151,43.170109
287,10,-495430518,-1391067534,1241015673,directional,316223624.0,-495.430518,-1391.067534,1241.015673,316.223624
287,11,-602386296,739275047,1244732514,directional,49551966.0,-602.386296,739.275047,1244.732514,49.551966
287,13,1155864578,747106651,1498810582,directional,75425707.0,1155.864578,747.106651,1498.810582,75.425707
287,14,-943175834,-642815799,1324612095,omni,,-943.175834,-642.815799,1324.612095,
287,15,-1131586740,-758231914,1077534246,directional,148654535.0,-1131.58674,-758.231914,1077.534246,148.654535
287,16,975370065,-1093026259,1281196332,directional,107019134.0,975.370065,-1093.026259,1281.196332,107.019134
