case_id,channel,x_um,y_um,max_receive_um,kind,direction_udeg
271,1,-915766132,-377319702,1474770281,directional,245992515.0
271,6,-838030991,1418738294,1328188920,omni,
271,8,-628271669,-509593930,1355587890,directional,69424328.0
271,9,57650925,1237052151,1280806615,directional,27985648.0
271,11,869849446,-111132419,1087403054,directional,269749204.0
271,13,-1269471723,-109333819,1484526159,directional,187003060.0
271,14,385653246,475622170,1360705483,directional,144287431.0
271,15,647637849,-175546257,1123289305,directional,9356700.0
271,17,1249147013,-826437981,1060819180,directional,196711577.0
271,18,-1241738155,-513591926,1467096811,omni,
271,19,56031732,-1538104781,1230567983,omni,
272,2,157766092,888390122,1002794811,omni,
272,3,1569896472,434310221,1234453012,omni,
272,4,-49821125,-83635170,1394055181,directional,296520185.0
272,9,447403066,-961931476,1348838479,directional,325097539.0
272,10,1248964240,-417537483,1463445244,omni,
272,13,-232083292,1283252041,1124830689,directional,242290091.0
272,15,1070853713,98190870,1159662665,directional,226375980.0
272,17,55657846,-310363179,1328320717,omni,
272,19,-1223501844,-231081534,1427735974,directional,64908724.0
272,20,-1556853907,-271685756,1119851497,directional,246933793.0
273,3,283185886,1438143934,1044030111,omni,
273,4,-1357397867,179613073,1240033476,omni,
273,6,1497724902,-92062196,1394528461,omni,
273,7,-179016510,-1577791075,1073170398,omni,
273,10,1483321730,189525028,1121057636,omni,
273,11,1311519070,672597667,1239043087,omni,
273,12,271156520,-1034194204,1034259226,omni,
273,14,-570524188,835517962,1154169821,omni,
273,15,954381953,-542154298,1475635389,directional,324115973.0
273,16,1203446438,539825866,1164079574,omni,
273,17,-384364215,-393966052,1324134970,omni,
273,20,1205253816,-350194742,1456638248,omni,
274,1,547127667,-65988957,1337887237,directional,331587036.0
274,2,-419714754,712328214,1095474069,directional,275059886.0
274,3,407887515,286349626,1291524307,omni,
274,4,-1431029265,-312835789,1438579036,directional,160757004.0
274,5,253982041,157411085,1065534999,omni,
274,6,-129460669,269634616,1196934825,directional,114940867.0
274,8,-1309521795,815003626,1469403349,omni,
274,9,-1147424207,916448160,1046133737,directional,314416136.0
274,11,35958319,-84556908,1199844472,directional,56140233.0
274,12,57853647,1304827892,1350262741,directional,174761177.0
274,13,1068130426,-946409496,1372200075,directional,249824874.0
274,14,-102353404,-91816233,1401384931,directional,171196295.0
274,16,1718320275,219688797,1490761459,directional,285259.0
274,17,870154746,-1501029999,1297849851,omni,
274,19,712624212,-713192835,1307982119,omni,
274,20,-818481792,-895505092,1443892871,directional,124806331.0
275,1,-714748658,1025366341,1117734573,directional,215622609.0
275,2,-1033465441,128398218,1439270781,omni,
275,3,544877861,-435151969,1187411202,omni,
275,5,-1028507766,-1042471052,1430031698,omni,
275,6,-820811975,-793552011,1281487322,directional,171804172.0
275,7,-340317577,-1668652709,1400917129,directional,134339408.0
275,9,-614565688,428662907,1163915744,directional,140832499.0
275,11,357745890,-552783470,1158316831,omni,
275,12,-1210338732,-812442286,1493872411,directional,340977444.0
275,13,311557229,-1063221374,1395547690,omni,
275,16,-309146341,-1271794425,1191243256,directional,109293788.0
275,17,1275438366,819213289,1178127865,directional,181143335.0
275,18,1712365518,-63297822,1032445191,directional,93909989.0
275,19,-738632318,-459422224,1355325925,directional,355909456.0
275,20,-689228528,1469523913,1299019717,directional,254840887.0
276,1,760695944,606856124,1012411352,directional,281271660.0
276,2,1626362033,392814531,1421855628,omni,
276,7,-642770885,-983060906,1189380920,omni,
276,8,-196560009,641737154,1286679832,directional,288141539.0
276,10,1472565997,48873611,1330948428,omni,
276,11,-129996446,882753458,1173129617,directional,75951194.0
276,12,-1569719040,-704309322,1272811552,omni,
276,13,-930784480,1495622960,1428076022,directional,239499494.0
276,19,-8809359,242457665,1376860157,directional,46289705.0
276,20,-662163996,78959399,1050539549,directional,4517113.0
277,1,-646555978,294689876,1413965272,directional,44010143.0
277,2,-141680758,470132221,1257283214,omni,
277,3,-1707725822,54574104,1280534087,omni,
277,4,-255030552,1161336234,1172615061,omni,
277,5,1684412333,-536249640,1166110631,omni,
277,6,-758033984,-1048771302,1302109212,omni,
277,12,-77312006,1622616533,1400780096,directional,39326610.0
277,13,329223360,1641529946,1351324295,directional,164619813.0
277,16,485933136,-1406001399,1312390648,omni,
277,17,626009663,-706801413,1198058507,directional,63043143.0
277,19,192733750,-1623403704,1140283690,directional,237858435.0
277,20,-47648208,673866024,1108974909,directional,315743331.0
278,2,1129254353,599291625,1305132664,omni,
278,4,568669939,687685963,1243461299,omni,
278,5,1509217154,56642895,1118727639,directional,52089179.0
278,6,1341793993,-1137535279,1084800108,omni,
278,7,-1161595890,-564929635,1236558301,omni,
278,11,594264152,299623295,1099848551,omni,
278,12,-1038549241,421685590,1036527152,omni,
278,13,-352348698,-111066783,1281766747,directional,293252703.0
278,14,-1658348040,117320293,1077257318,omni,
278,15,-592071320,256693817,1474736110,directional,221522569.0
278,16,-411846171,1500233078,1274632924,directional,1867801.0
278,17,-588755661,-1200549319,1198049198,omni,
278,18,-1672845315,159740054,1162704673,omni,
278,19,295129066,-844309973,1446763815,omni,
278,20,460525771,-1613624210,1069219628,omni,
279,1,-98997158,-1262055781,1474850596,omni,
279,4,257930250,-231142747,1084237529,omni,
279,5,-1515027266,604057203,1129436152,directional,289770973.0
279,6,1289148603,685455587,1248601962,directional,288644744.0
279,7,-201617640,1331162182,1357789037,directional,102067752.0
279,8,-1687195367,58267083,1044548789,directional,213202669.0
279,10,836162729,-815856306,1297475092,directional,129564694.0
279,11,997985127,-497872353,1170399403,omni,
279,13,856230133,-897110328,1013827173,directional,129829179.0
279,14,1589152901,168955791,1012542926,directional,257981505.0
279,15,-1186477266,-360538178,1424818668,directional,329063599.0
279,16,1048005121,281485079,1455943278,omni,
279,17,496562398,-195428688,1401284225,directional,89609697.0
279,18,471892383,868044692,1305972489,directional,309558608.0
279,19,226022379,-1075878788,1149910746,directional,128704083.0
279,20,401843743,-532228847,1119018598,directional,111842226.0
280,1,97783008,324871926,1171929008,omni,
280,2,938111888,-1082046646,1111542511,omni,
280,3,-1458291174,-332410557,1300839563,omni,
280,7,466309244,563238186,1394488185,omni,
280,8,-530237786,-1533990860,1345663277,omni,
280,9,676812407,1522162372,1300624918,omni,
280,10,231558338,-12872033,1223734557,omni,
280,11,-1403378326,-410736603,1193261239,directional,299764314.0
280,12,-1158379268,-1224902711,1108494306,omni,
280,14,552858002,-1348612320,1231914379,omni,
280,18,798611077,-1006827534,1018136846,omni,
280,19,1394054913,-1023708735,1116603990,omni,
280,20,329160608,-2780923,1289958984,omni,
281,2,-967242657,987364241,1488142377,directional,149365478.0
281,3,1049179688,-471946571,1086043077,directional,358116646.0
281,4,302104627,1640927665,1493282701,directional,72697308.0
281,5,762618280,1380998606,1039308580,directional,286063320.0
281,10,738976749,1151838698,1061125549,directional,302073387.0
281,13,487187704,-1031137113,1329672048,directional,41512165.0
281,15,-1606591788,708734907,1092606817,directional,322774950.0
281,16,171229241,-47923246,1404334732,directional,249536179.0
281,17,-1739341968,-169176387,1135254269,directional,216422497.0
281,18,389369181,20058678,1206232245,omni,
282,2,841654273,1279670631,1057584388,omni,
282,3,161582597,875785861,1020863775,directional,278563319.0
282,4,649119231,674108033,1292317995,omni,
282,5,-805729364,154856888,1420084733,omni,
282,6,-293623329,-1526334788,1496148396,directional,7718484.0
282,7,1476457460,391942167,1226925766,directional,350927770.0
282,8,-72103172,-974171520,1374518566,omni,
282,9,596538343,744533847,1127429460,directional,139344166.0
282,11,-1176756562,-755800417,1378974107,directional,330265782.0
282,12,-1172295450,792975148,1473696683,omni,
282,13,-1093588716,1120749515,1005970476,omni,
282,14,649689518,5856265,1249345418,directional,38501167.0
282,15,280039180,866643319,1379371028,omni,
282,18,-671173634,-1239469531,1445888739,directional,4911255.0
283,3,-566034677,933149065,1126281463,omni,
283,4,817372520,-619735398,1227947548,directional,125060777.0
283,7,499020826,-197701950,1462541625,omni,
283,10,-141631565,-1430330445,1181901374,omni,
283,11,-1181847428,1043908243,1175539602,omni,
283,12,274290064,485816699,1208166947,omni,
283,13,1466708272,-849730179,1182068344,directional,37313554.0
283,14,-925302935,-932368361,1014333714,omni,
283,16,-421449312,-1034779647,1341002284,directional,106502686.0
283,18,-497513529,-977779185,1416439667,omni,
283,19,-558199728,-4960144,1097559786,omni,
284,1,1484955269,-641980437,1020210508,directional,1966198.0
284,5,769411941,1516112840,1478613854,directional,2720830.0
284,7,158245741,-515551963,1088287649,directional,293062406.0
284,8,-789926935,-1390904156,1344713502,directional,219284079.0
284,10,-602996136,-105204141,1169437599,directional,339433547.0
284,11,256427625,-361229773,1070433599,directional,211483063.0
284,15,332942261,45019719,1125381881,omni,
284,16,-1183525061,1061387850,1413865940,omni,
284,17,-1501199962,-269152501,1325389020,directional,199890757.0
284,18,-324663234,-384352518,1323746650,directional,348291475.0
284,19,768372919,-322456362,1403296159,directional,105265170.0
284,20,-752601708,-883969850,1348082754,omni,
285,1,-692977222,-1598777053,1126082131,directional,107833756.0
285,2,-1117057416,-171434587,1377418626,directional,194209816.0
285,3,40832183,-1400381599,1137775646,directional,309068089.0
285,5,1317377717,-834905550,1297194722,directional,88509258.0
285,6,-666147328,431797725,1384473477,directional,277243948.0
285,9,-1307864211,-1000539383,1067733517,directional,145022117.0
285,10,-1055986711,-1261164157,1239469545,directional,221712916.0
285,13,-722220902,-1407365173,1004118626,omni,
285,14,509109377,850824267,1451208433,directional,214638029.0
285,15,-943651740,-568072246,1426612551,directional,83876792.0
285,18,-729651768,-1267008018,1101828973,directional,237647108.0
285,19,832723910,1234867286,1092694027,directional,8294302.0
285,20,-1584944752,280882518,1175316349,directional,177173968.0
286,1,1126619636,79887664,1206080001,directional,281413432.0
286,2,-304647688,134686309,1284030275,directional,113883223.0
286,4,584309982,604176228,1338552655,omni,
286,6,487238036,527102034,1014389599,directional,265046467.0
286,10,-1544091766,-720262564,1252666363,omni,
286,12,-40876219,-1245973414,1376864846,omni,
286,13,-773384126,1560579897,1482965701,directional,106894040.0
286,15,-832791959,-1335633647,1121771979,directional,144339491.0
286,18,761310246,400989606,1309536043,directional,317921582.0
286,20,-382210775,5227417,1202681995,omni,
287,4,676903569,1123090914,1354846598,omni,
287,5,-165381214,-329221430,1320515582,directional,114224323.0
287,6,278960985,-232878461,1147713501,directional,235930400.0
287,7,764282384,261417937,1252845763,directional,73360054.0
287,8,-63617376,-613140249,1349838151,directional,43170109.0
287,10,-495430518,-1391067534,1241015673,directional,316223624.0
287,11,-602386296,739275047,1244732514,directional,49551966.0
287,13,1155864578,747106651,1498810582,directional,75425707.0
287,14,-943175834,-642815799,1324612095,omni,
287,15,-1131586740,-758231914,1077534246,directional,148654535.0
287,16,975370065,-1093026259,1281196332,directional,107019134.0
287,17,-509372925,-1520214916,1284335648,directional,101816863.0
288,1,-423363351,-1621059680,1422294284,directional,103826265.0
288,3,1072802959,836147427,1474829335,omni,
288,4,619550735,637510449,1082926052,directional,33221276.0
288,5,-239206320,-1163450743,1236257840,omni,
288,6,170903778,88813471,1105327339,directional,252678661.0
288,8,-834125482,233036465,1303363874,omni,
288,9,-1291134180,-421037989,1056193989,omni,
288,10,808865568,378375408,1362216577,directional,149974495.0
288,11,-870817203,-440051391,1016738633,directional,318215426.0
288,12,417237572,-1710480297,1248904116,directional,108365446.0
288,14,1174946068,-913351684,1017889065,omni,
288,16,-1152723319,-641232982,1030946859,directional,191802363.0
288,17,-97247878,1314186908,1421912858,directional,96291368.0
288,18,-845603242,-316829131,1212227591,directional,343319303.0
288,19,-1514962554,170023814,1377133249,directional,183704223.0
288,20,-267798868,1389040121,1085115446,directional,248797381.0
289,1,-1309097453,687062793,1035711010,directional,206853726.0
289,4,359984979,-844484197,1426543455,directional,291029520.0
289,5,-191544684,-14174171,1110910735,omni,
289,6,-1220439849,339897732,1156896816,omni,
289,7,-997043926,-107813887,1244914979,omni,
289,8,-1481803391,-342155982,1149860455,directional,698779.0
289,9,-523762787,1677896313,1446616884,omni,
289,10,163972943,476378151,1373500110,directional,283814635.0
289,12,258419185,121203376,1058123155,directional,205061515.0
289,13,-314776338,-1645101762,1277438114,omni,
289,16,-675396415,1607005621,1179911544,omni,
289,17,-814497441,-531639278,1233716982,omni,
289,20,1009183550,1330612455,1157081465,directional,215194850.0
290,2,1188003916,-855630219,1129482978,directional,136081166.0
290,3,-442413413,-151741622,1443544979,directional,97821262.0
290,4,-889616180,-953990867,1414269606,directional,290162695.0
290,5,-1522237439,-197732325,1183222641,directional,212141991.0
290,6,-898384059,748976096,1299526522,directional,69987824.0
290,7,-364023862,-1422772296,1143058812,directional,174551951.0
290,9,-305796646,1488174587,1059345787,directional,156650261.0
290,10,-953770147,-1408895448,1486240321,directional,178923100.0
290,11,-122349464,-370355128,1109236825,directional,221630767.0
290,12,-453577301,-1275694806,1056078800,directional,218084872.0
290,13,1132997832,-206296058,1023629489,directional,127987564.0
290,14,945480247,888585507,1266344612,directional,49449033.0
290,15,-553738055,-1109427328,1121722017,directional,298938120.0
290,16,337377065,-71547765,1455427802,directional,277631064.0
290,17,-81311805,-743869352,1020062087,directional,89375444.0
290,20,-361032666,-945901939,1131086554,directional,342655939.0
291,1,-951951933,-1080943611,1453111441,omni,
291,2,326914802,-786136608,1075051973,omni,
291,3,210745406,1519441077,1297307481,omni,
291,5,-850707588,-62584061,1054925552,omni,
291,6,531628371,400237563,1291919372,omni,
291,7,705245954,1202628033,1106561036,omni,
291,9,-1431874052,-584492489,1003161781,directional,180220464.0
291,10,-1270692187,-1015182744,1174673705,omni,
291,14,1114923871,3799682,1000685816,omni,
291,15,699391831,-1596574039,1474791089,directional,310847595.0
291,16,-325220880,-1706558911,1166187650,omni,
291,17,940760080,-907287881,1112588962,omni,
291,19,57026349,386760568,1180193365,omni,
291,20,799374543,-341465909,1265997343,omni,
292,1,-1181963882,-706095909,1340850681,omni,
292,3,-974172427,426863692,1253740949,directional,122901835.0
292,4,101421834,-1371195513,1097651385,directional,268072544.0
292,5,-722006233,-564731103,1189612371,directional,182583027.0
292,6,285875648,-269299313,1444916990,directional,3204743.0
292,7,78988058,1585713266,1186122064,directional,134095854.0
292,9,120173395,-707009981,1192768197,omni,
292,11,843691442,-1323553711,1028481735,directional,199873106.0
292,12,1501957567,-236103414,1171625694,directional,196021971.0
292,13,-409450311,1228354670,1299294666,directional,227465253.0
292,15,-610042415,-237990800,1239483432,omni,
292,18,-1008206912,736484864,1345255444,directional,70569079.0
292,19,-482365918,1557082385,1364533511,directional,17722518.0
292,20,-247378569,708639356,1061655504,directional,86868052.0
293,1,1106690470,191523050,1179822212,directional,316969449.0
293,2,-653981653,-1152195731,1204573857,omni,
293,4,-554861537,1602740355,1064678704,directional,22735637.0
293,5,1284633606,161605676,1017796034,omni,
293,7,-74864183,1025422582,1119486271,directional,72660176.0
293,8,334194784,-87940271,1406477850,directional,111356830.0
293,9,-297985043,-327375757,1313227391,omni,
293,11,-159268008,-411852958,1313355468,directional,160574079.0
293,12,-1382554763,-799501398,1422998911,directional,247126497.0
293,13,-99043347,462258466,1374982950,omni,
293,15,-988242249,-754612923,1367955447,directional,308594078.0
293,16,-894555295,-44101937,1368662937,directional,153779164.0
293,17,481537965,200495593,1270459731,omni,
293,18,-1003176103,-840549312,1041463048,directional,169163364.0
293,19,-481193217,-701543407,1403401048,omni,
294,2,-1396116330,893430539,1095795137,omni,
294,4,1035816038,525696946,1469268674,omni,
294,6,967299028,-481104176,1388643815,directional,284164449.0
294,7,-1081753835,15589949,1313135783,omni,
294,9,423956362,-556855808,1198158006,omni,
294,10,435272790,-1323696075,1382513025,omni,
294,12,1657423543,-415281460,1358161872,directional,43279489.0
294,13,310334454,-181857436,1085595236,omni,
294,16,127126515,-1209322045,1440509369,directional,176640600.0
294,17,-754580940,-1572614762,1069358883,directional,226676976.0
294,18,-974094988,1306857030,1066394616,directional,251259096.0
294,19,1513822089,41373071,1016623729,omni,
295,1,-746623096,1284675582,1290922232,directional,185387844.0
295,3,1628588860,640523507,1072209646,omni,
295,4,859524840,333904365,1015135948,directional,294450165.0
295,6,-1270628314,747878087,1236523675,omni,
295,8,546616599,-1192468576,1014858364,omni,
295,9,710058897,-59713695,1010552672,directional,164210390.0
295,10,296738253,1254924106,1411299571,omni,
295,11,-121880670,-1109425671,1455178387,directional,153820892.0
295,14,-520046030,-1190519569,1312439347,directional,352556976.0
295,15,366981476,739562488,1323706601,omni,
295,16,-1313246789,302472370,1313675494,directional,244771909.0
295,18,-955259436,-615170584,1242594543,omni,
295,20,643594133,-255750166,1235950169,directional,282639133.0
296,1,-997317978,-262874361,1246440076,omni,
296,2,-772710438,635871692,1440173860,omni,
296,3,-121583172,1620483488,1322426162,omni,
296,4,617095793,-31403918,1480700138,omni,
296,6,-1468046954,566556181,1106120338,omni,
296,7,-757643183,-469877732,1285664617,omni,
296,8,-830825293,1263244809,1450865145,omni,
296,10,-1493533764,178326522,1034439746,omni,
296,11,1014368896,-1158533288,1336029589,omni,
296,12,1008986928,-221432985,1012445643,omni,
296,13,-672313763,-817261364,1175064291,omni,
296,14,-505438295,1290842967,1099583610,omni,
296,16,655671762,-440486230,1364870356,omni,
296,17,-733017992,164080925,1287775559,omni,
296,20,-702292036,412749842,1048419867,directional,357354799.0
297,2,-456109737,243516550,1476905040,directional,33497331.0
297,3,1590472380,-171488967,1378078555,omni,
297,4,1087296945,-1135752007,1095562387,directional,39250489.0
297,5,895297318,906325854,1054324194,directional,294713747.0
297,6,-784735152,1188147997,1071580373,omni,
297,7,106883591,938728984,1322451598,directional,134945926.0
297,8,-275115785,-1070453818,1142739644,directional,358549362.0
297,9,1180843480,-138004700,1047486973,omni,
297,11,-1651745312,365642306,1498779815,omni,
297,14,209475696,-328117315,1010877327,omni,
297,16,1210083721,1214378763,1471821893,directional,262256634.0
297,17,1035492094,-816231842,1235131525,omni,
297,18,-561499320,511296075,1015149900,directional,39752436.0
297,19,681618893,-272199174,1338288519,directional,269078396.0
297,20,426694842,53284182,1196289702,omni,
298,1,-848166932,1553403501,1019901597,omni,
298,2,811157181,-378456082,1390556818,omni,
298,3,1317127895,815263476,1433690284,omni,
298,5,-156192005,-144546175,1490500734,omni,
298,6,734219279,755479452,1247640549,omni,
298,9,1515252827,235881838,1315601945,omni,
298,10,-654333609,450043170,1230247735,omni,
298,11,-155940142,701908140,1292784137,directional,45678862.0
298,13,725521624,1492042421,1480607390,directional,254268806.0
298,14,15829255,-1282842006,1172963305,omni,
298,15,183571647,1033031363,1019423416,omni,
298,16,-1092803009,982106791,1463373060,omni,
298,17,-864506249,1389579038,1153276732,omni,
298,18,485917136,-1574546746,1050982250,directional,65572901.0
298,19,-1401136738,-872640787,1081165353,directional,247189272.0
298,20,-817302470,-1211299203,1343254363,omni,
299,2,769936813,189703250,1439932981,directional,76260542.0
299,5,923072587,788177181,1257720609,directional,72425322.0
299,8,-786092431,-1361051411,1435335231,omni,
299,10,-871882738,183867984,1279233544,omni,
299,11,-1084157347,-7643696,1223429685,omni,
299,13,-17924408,-1492947652,1227804346,directional,91276490.0
299,14,776925566,1306242333,1177083540,directional,285445438.0
299,18,-1144498536,-679228111,1130030652,directional,110868935.0
299,19,151331374,757865738,1079248149,omni,
299,20,1049843379,-48067183,1070437865,directional,352732162.0
300,1,-111662136,-1488342643,1167767473,omni,
300,3,-330063216,-51573122,1315642345,omni,
300,5,-411410691,-274515546,1278308362,omni,
300,6,-895442537,-528637586,1288790567,omni,
300,7,-1395047300,-202671587,1061841980,directional,294815410.0
300,9,-65231250,1105614670,1046611853,omni,
300,10,1232638039,-704954449,1208159289,omni,
300,12,-685420370,888720702,1315334523,directional,68021532.0
300,13,-1034518969,-837493397,1248576741,omni,
300,14,1410392741,-969580758,1059010562,omni,
300,16,-99268977,1091570491,1422699887,omni,
300,18,-1617080518,-220229157,1444126385,omni,
300,19,264671218,30725964,1454353650,omni,
301,2,-446054282,-1343566721,1292409346,directional,135531141.0
301,3,1224088156,507475971,1178637410,directional,28280577.0
301,4,1382355218,439300516,1075498915,omni,
301,8,1136131467,687315340,1025142662,directional,308994324.0
301,9,308565842,-48593761,1051910224,omni,
301,10,1359703989,906745912,1332452485,omni,
301,11,-578281570,-1369687969,1053622361,omni,
301,13,972392131,836571436,1176653154,omni,
301,15,1227356113,-1092249864,1195363627,directional,148319683.0
301,16,643642453,417682301,1165607490,directional,244899881.0
301,18,-158366529,-1136315553,1247402690,omni,
301,20,1369104848,499714898,1091560802,directional,154082877.0
302,1,-1301018739,67474486,1350516119,directional,296743431.0
302,3,70329932,177368743,1004683096,directional,114904369.0
302,4,-1143905473,624193645,1311078343,directional,203167024.0
302,5,1015452079,-467647986,1457397026,directional,106213413.0
302,7,1170421958,1211232895,1157037784,directional,297886335.0
302,8,-532025474,1655232915,1002472699,directional,240171407.0
302,9,868395300,735604894,1249033882,directional,354379318.0
302,10,1402064059,-226420293,1122119925,directional,221002052.0
302,12,264364323,-1532021901,1254053270,directional,248029548.0
302,15,828699013,-284755937,1065776422,directional,283365314.0
302,16,-65576140,-1354784683,1064857939,directional,122835814.0
302,18,-473344949,1211617970,1009283360,directional,225491014.0
303,2,172006446,893050975,1195884900,omni,
303,4,-1214662086,837557055,1123608546,omni,
303,5,755842962,-882059989,1072238154,omni,
303,6,-1127822952,-1029210412,1312383378,directional,90546456.0
303,7,38211919,517903946,1149660140,omni,
303,8,95479177,-113937513,1024415023,directional,224954749.0
303,9,-667637032,-85550916,1274604916,omni,
303,12,-826420054,-1101282040,1280449583,omni,
303,13,783420248,-483010862,1149148751,omni,
303,15,195120594,-553161683,1453741053,directional,290425357.0
303,16,74715491,-519788207,1393566892,omni,
304,2,-1413505279,1019387760,1394923508,directional,244941256.0
304,5,-1594157970,-762581053,1268225436,omni,
304,6,-783685887,-898605722,1202810374,omni,
304,7,-1035157183,469564816,1150830995,directional,129367184.0
304,9,-1323770036,-736996039,1254090911,directional,108694169.0
304,11,437265891,-620638131,1139149534,omni,
304,16,-619922433,491210128,1228745906,omni,
304,18,434776471,1506737542,1076785608,omni,
304,19,319045860,-308517513,1005921988,directional,300476240.0
304,20,67914519,-565102098,1024400898,directional,264007617.0
305,1,1568020892,-435224915,1211988754,omni,
305,2,-454596653,162544572,1426863156,omni,
305,5,1384480939,-11661009,1069712483,directional,85793279.0
305,6,-940885248,-1456133363,1468411562,directional,22983294.0
305,8,99286606,-150664113,1325281159,omni,
305,10,943593491,-1449849875,1070315277,directional,354474021.0
305,11,-1145546196,-751073914,1336920377,directional,117231669.0
305,12,-875591569,396367038,1309161129,omni,
305,15,1020326747,441664317,1486937376,directional,291036919.0
305,16,-1263977952,487674888,1494841913,directional,233800101.0
305,17,745458562,-1243678912,1120198321,directional,108927856.0
305,18,17757473,742280508,1385738156,omni,
305,19,1115598949,636047501,1309740990,omni,
306,2,32919118,784599504,1285335395,directional,255264211.0
306,4,457752406,-1346435543,1377263533,omni,
306,5,1503722648,-773906159,1049279171,directional,36744050.0
306,6,-271357166,-938946874,1236861045,directional,268162086.0
306,8,168070526,450604899,1109458511,omni,
306,9,-212197191,-262362730,1125877114,omni,
306,10,1195411925,2545146,1041987636,directional,315306029.0
306,11,-945019332,1130137802,1270479452,directional,282222978.0
306,12,587987321,-46939520,1441914203,omni,
306,13,-1385781282,-822030054,1192826715,directional,212558384.0
306,14,-371725883,-1345222222,1205234205,directional,86323491.0
306,16,1158583798,-1120369527,1312460700,directional,40391660.0
306,17,672097613,-515227897,1343055398,directional,62519495.0
306,18,-193573243,-1424287869,1114516862,directional,239480800.0
306,20,1295073847,-880601424,1252985305,omni,
307,2,-886854971,-367183959,1021233589,directional,85620757.0
307,4,-465811964,543157010,1378202395,directional,288143258.0
307,5,-140088657,-489247424,1403297668,omni,
307,6,377155180,-44903822,1297180935,directional,97784728.0
307,7,1513307357,163439688,1305500361,omni,
307,8,-208904902,306851413,1375319644,directional,126686337.0
307,9,902579937,-755515301,1466181302,directional,55154540.0
307,10,-1282031099,396347554,1214278783,omni,
307,15,-1553913806,-667697335,1371745436,directional,184614703.0
307,16,184821619,-497501367,1316496922,directional,304478249.0
307,17,191856782,-1537380366,1094525178,omni,
308,1,176276007,1420607865,1403002984,omni,
308,2,250594496,-1385631068,1461570415,directional,279236468.0
308,3,-184121470,-260320274,1215234956,omni,
308,6,549258450,-554452413,1188385098,directional,48145474.0
308,7,1080774486,241060060,1392286057,omni,
308,9,1714128510,-136512581,1008707089,omni,
308,11,-1053438028,1356406868,1359413588,directional,51598765.0
308,13,1567288894,8856884,1078302061,omni,
308,14,-869385300,896831731,1373862633,omni,
308,17,-586425933,-952978339,1234242168,omni,
308,18,1086527582,-131035533,1209933697,omni,
308,20,-871319343,19514648,1225358028,omni,
309,1,602852464,-712658756,1274105460,omni,
309,2,-224927673,670812614,1125257337,omni,
309,3,-149490452,-495011207,1358359196,omni,
309,4,826668905,222314967,1461256772,omni,
309,5,336272441,1354886481,1352698893,omni,
309,6,588491625,-1620640598,1007615395,directional,307411601.0
309,8,-247970300,-196886122,1334648271,directional,130229307.0
309,9,608191595,-1563144348,1025233567,omni,
309,10,-448402006,-10709098,1418031755,omni,
309,12,-147618140,-1604196853,1151223121,omni,
309,13,678807798,1063510555,1068431740,omni,
309,14,1351707874,-897877002,1431217372,omni,
309,18,824965500,-1353177846,1246028138,omni,
309,19,-927648402,467446862,1473991371,omni,
309,20,-1098925442,-823585369,1381011686,directional,213159524.0
310,1,60025184,504218730,1316966885,directional,338644549.0
310,2,6312521,581755671,1187130319,directional,100621068.0
310,3,610839543,1542271297,1056515278,directional,53122202.0
310,5,-435007313,358459876,1173783771,directional,151523185.0
310,6,-82212924,524501930,1015612983,directional,95967759.0
310,7,-1103565735,1320933540,1298335044,directional,316727426.0
310,8,-222494549,-470904604,1015799256,omni,
310,10,-838654732,-1496413199,1031768000,directional,191412816.0
310,12,17218866,1057961862,1436085987,directional,313262305.0
310,13,-847448134,-190926572,1194510019,directional,46828938.0
310,14,728867077,-1372497836,1486973703,directional,245711649.0
310,16,809387595,-14953582,1181599490,directional,336011402.0
310,17,-1200260958,1051326238,1261397641,directional,240706849.0
310,18,-283446830,-43268089,1476102565,directional,320672750.0
311,1,1031818714,271971925,1232845915,directional,307119687.0
311,2,-633753494,1307246360,1206943837,omni,
311,3,-93565073,-226460769,1146406806,directional,252142623.0
311,4,461047050,529827676,1057587825,directional,181977420.0
311,5,1485565700,186980220,1015093641,directional,139092803.0
311,7,899353587,709764230,1322235222,directional,127989909.0
311,8,-996683450,-1148193446,1366440038,directional,109667840.0
311,10,289070151,402233382,1193672336,directional,257294976.0
311,11,519484787,-1177811573,1277036240,directional,91377804.0
311,12,-1410719644,-1003430920,1175365335,directional,206351629.0
311,14,1066407043,-266486813,1347789140,directional,337170949.0
311,17,-533712788,-1389141878,1231766950,directional,215657718.0
311,19,-460595387,-780500165,1482114689,directional,250759597.0
311,20,901258443,494383890,1421847401,directional,333095655.0
312,1,311190554,1565415736,1306987872,omni,
312,2,-1322056277,817418959,1178806650,directional,36470565.0
312,3,887667193,-1305038301,1140724049,directional,213139607.0
312,4,-808694150,-775375526,1219245111,directional,281839755.0
312,6,101026246,-673029204,1066267747,directional,123013255.0
312,7,1002236795,-1012575167,1070326175,directional,218036279.0
312,8,-551562711,178688534,1320826716,directional,257408541.0
312,10,1656884613,463544044,1161056378,directional,182591852.0
312,12,-1520939782,783771068,1278901107,directional,173127685.0
312,13,459673256,-1610204683,1080034915,directional,99601453.0
312,19,1493384416,-382216403,1162449007,omni,
312,20,-707114885,-459865860,1136352606,directional,196324602.0
313,2,-450517408,-395767238,1160972877,omni,
313,3,183865628,1604377826,1359463499,omni,
313,4,-1263593043,60736970,1174332516,omni,
313,5,56437372,326847918,1179094163,omni,
