key,channel,first,clear,first_position,clear_position
q4_official_4BQG-V2JF-DVBZ-GJ7K,9,3231.656635,3806.381713,"[-1455.0, -840.0446416709054]","[-1432.9951451430125, 199.37863977277692]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,14,3660.651265,4493.908621,"[-1940.0, 0.0]","[-1360.1158424464538, 884.3298659335733]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,19,3996.388857,4837.310173,"[-970.0, 0.0]","[-748.5372121844998, 979.3341133674655]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,16,5372.926754,6079.507395,"[0.0, 1680.0892833418109]","[-284.3694232012229, 882.1406786759499]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,4,5384.926754,5555.617335,"[0.0, 1680.0892833418109]","[525.4384556765709, 1318.5252392046764]"
q4_official_9324-SBZJ-TS7M-2HN2,12,71.0,1149.906698,"[0.0, 0.0]","[-758.4068223942086, 463.6297347371065]"
q4_official_9324-SBZJ-TS7M-2HN2,19,113.0,658.940656,"[0.0, 0.0]","[-375.50563833772173, -596.0532323203945]"
q4_official_9324-SBZJ-TS7M-2HN2,14,402.0,4660.271505,"[-485.0, -840.0446416709054]","[125.18498988095239, -535.0856006375748]"
q4_official_9324-SBZJ-TS7M-2HN2,15,408.0,3804.496252,"[-485.0, -840.0446416709054]","[396.56618687501816, -1592.8823114140937]"
q4_official_9324-SBZJ-TS7M-2HN2,2,2312.618142,2836.563432,"[-1940.0, 0.0]","[-1034.8457754560072, -429.5545671125286]"
q4_official_9324-SBZJ-TS7M-2HN2,20,2601.618142,3160.292221,"[-1455.0, -840.0446416709054]","[-1309.0982028334051, -951.7226145824842]"
q4_official_9324-SBZJ-TS7M-2HN2,5,4500.93872,5028.047039,"[485.0, -840.0446416709054]","[860.2513466924274, 320.6998352739753]"
q4_official_9324-SBZJ-TS7M-2HN2,10,4530.93872,6127.529814,"[485.0, -840.0446416709054]","[1466.5469984398492, -790.4156096108078]"
q4_official_9324-SBZJ-TS7M-2HN2,6,4895.274405,5728.138407,"[970.0, 0.0]","[1707.459391279526, 310.1396148474985]"
q4_official_9324-SBZJ-TS7M-2HN2,8,4907.274405,5236.808495,"[970.0, 0.0]","[1607.6998087283778, 706.9418662081849]"
q4_official_G26B-6MQG-ZZDW-39YV,3,17.0,5485.839066,"[0.0, 0.0]","[-457.1031142913059, 734.9608330477527]"
q4_official_G26B-6MQG-ZZDW-39YV,7,41.0,601.028252,"[0.0, 0.0]","[254.61344272247305, -1099.033387645769]"
q4_official_G26B-6MQG-ZZDW-39YV,8,47.0,5020.721285,"[0.0, 0.0]","[-730.3469414967744, 546.8435272960835]"
q4_official_G26B-6MQG-ZZDW-39YV,15,89.0,5562.473961,"[0.0, 0.0]","[-442.45825656561317, 916.7591804172006]"
q4_official_G26B-6MQG-ZZDW-39YV,2,330.0,2774.404106,"[-485.0, -840.0446416709054]","[-1066.024338772135, -1317.9328489217946]"
q4_official_G26B-6MQG-ZZDW-39YV,14,402.0,3293.66599,"[-485.0, -840.0446416709054]","[-1332.5649168535379, -1076.92997478079]"
q4_official_G26B-6MQG-ZZDW-39YV,16,414.0,1003.666571,"[-485.0, -840.0446416709054]","[502.5205741749252, -46.26610132360367]"
q4_official_G26B-6MQG-ZZDW-39YV,17,420.0,2836.773267,"[-485.0, -840.0446416709054]","[-981.6902755093195, -1075.3785427067842]"
q4_official_G26B-6MQG-ZZDW-39YV,18,426.0,2936.320262,"[-485.0, -840.0446416709054]","[-761.6008963005412, -691.2781710716495]"
q4_official_G26B-6MQG-ZZDW-39YV,5,700.354477,3034.400096,"[485.0, -840.0446416709054]","[-364.2864221704501, -678.9920723150561]"
q4_official_G26B-6MQG-ZZDW-39YV,12,736.354477,1609.772349,"[485.0, -840.0446416709054]","[1250.420648410597, -1186.1213645097685]"
q4_official_G26B-6MQG-ZZDW-39YV,20,784.354477,1412.523368,"[485.0, -840.0446416709054]","[1419.3721323284703, -806.080918733182]"
q4_official_G26B-6MQG-ZZDW-39YV,13,1169.619233,5998.169089,"[970.0, 0.0]","[336.44049901930816, 848.5501875031873]"
q4_official_G26B-6MQG-ZZDW-39YV,1,3705.414627,5272.75729,"[-1455.0, -840.0446416709054]","[-1228.8626889758525, 199.6996276218253]"
q4_official_G26B-6MQG-ZZDW-39YV,6,4348.079959,4973.305493,"[-1455.0, 840.0446416709054]","[-811.0537999933794, 657.2529153997754]"
q4_official_G26B-6MQG-ZZDW-39YV,11,5531.583806,5859.926523,"[-485.0, 840.0446416709054]","[827.7471306924579, 820.2877336292603]"
q4_official_4N3U-GMF8-78V4-DUSA,2,11.0,1921.916802,"[0.0, 0.0]","[-418.4312905590415, 270.21468744235665]"
q4_official_4N3U-GMF8-78V4-DUSA,5,29.0,974.296308,"[0.0, 0.0]","[795.9991512531117, -275.9922208453214]"
q4_official_4N3U-GMF8-78V4-DUSA,8,47.0,5573.359921,"[0.0, 0.0]","[-1320.3740625053729, -167.62691124826551]"
q4_official_4N3U-GMF8-78V4-DUSA,9,53.0,1408.877302,"[0.0, 0.0]","[539.2919456252425, 1172.1793839715415]"
q4_official_4N3U-GMF8-78V4-DUSA,14,83.0,1776.432204,"[0.0, 0.0]","[-359.98150279097, 940.0852099822332]"
q4_official_4N3U-GMF8-78V4-DUSA,15,89.0,651.23768,"[0.0, 0.0]","[462.3168311866432, -1169.8581997470671]"
q4_official_4N3U-GMF8-78V4-DUSA,4,342.0,4391.424368,"[-485.0, -840.0446416709054]","[435.2434250440417, -1077.3683769169731]"
q4_official_4N3U-GMF8-78V4-DUSA,10,1524.185876,2298.794982,"[485.0, 840.0446416709054]","[-312.34599731462447, 1470.5845388644257]"
q4_official_4N3U-GMF8-78V4-DUSA,1,2042.657827,5786.798624,"[-485.0, 840.0446416709054]","[-1636.0734125908757, 420.82976006151125]"
q4_official_4N3U-GMF8-78V4-DUSA,11,2084.657827,6145.425056,"[-485.0, 840.0446416709054]","[-1450.9538038575977, 402.34530393430833]"
q4_official_4N3U-GMF8-78V4-DUSA,3,5218.778547,5666.064726,"[-1455.0, -840.0446416709054]","[-1696.9913948202443, -30.822009882475143]"
q4_official_R9J9-FX8H-XHYC-F9NB,9,53.0,4306.414198,"[0.0, 0.0]","[720.5875850026972, -359.883418190823]"
q4_official_R9J9-FX8H-XHYC-F9NB,14,83.0,2208.684167,"[0.0, 0.0]","[-614.2622965925814, 362.517838572573]"
q4_official_R9J9-FX8H-XHYC-F9NB,20,119.0,4571.282739,"[0.0, 0.0]","[635.4313202331471, 18.913790737302072]"
q4_official_R9J9-FX8H-XHYC-F9NB,8,366.0,643.348947,"[-485.0, -840.0446416709054]","[-51.8363743366362, -1607.7493096470635]"
q4_official_R9J9-FX8H-XHYC-F9NB,15,408.0,1558.627902,"[-485.0, -840.0446416709054]","[-628.1061724290146, -449.8405474295283]"
q4_official_R9J9-FX8H-XHYC-F9NB,1,667.147915,1064.264208,"[0.0, -1680.0892833418109]","[-463.95050449089354, -1478.8658702447217]"
q4_official_R9J9-FX8H-XHYC-F9NB,10,2355.626694,4666.402904,"[-485.0, 840.0446416709054]","[268.98511269493247, -11.46018005402044]"
q4_official_R9J9-FX8H-XHYC-F9NB,3,4405.986483,7219.377053,"[970.0, 0.0]","[671.530756111746, -155.62264374959761]"
q4_official_R9J9-FX8H-XHYC-F9NB,13,4453.986483,5808.647205,"[970.0, 0.0]","[1573.0124286224577, -565.1574184694857]"
q4_official_R9J9-FX8H-XHYC-F9NB,18,4471.986483,6226.851209,"[970.0, 0.0]","[1100.289819843275, 545.2862539529733]"
q4_official_R9J9-FX8H-XHYC-F9NB,17,6488.072567,6808.375025,"[1619.4675050769001, 935.0]","[909.6035004319665, 1424.0190768911548]"
q4_official_R9J9-FX8H-XHYC-F9NB,5,6714.755756,7753.069248,"[970.0, 1680.0892833418109]","[1081.717035057835, 1396.7070515751498]"
q4_official_XRP3-9RZK-KCY4-JGY9,7,41.0,821.263809,"[0.0, 0.0]","[563.6374675952155, 42.78664897171379]"
q4_official_XRP3-9RZK-KCY4-JGY9,8,47.0,2863.085558,"[0.0, 0.0]","[199.11566709456497, 797.274485230954]"
q4_official_XRP3-9RZK-KCY4-JGY9,12,71.0,634.663393,"[0.0, 0.0]","[-298.451187825988, 130.5067278636053]"
q4_official_XRP3-9RZK-KCY4-JGY9,13,77.0,6680.428738,"[0.0, 0.0]","[521.0200718276899, -1267.1518194002263]"
q4_official_XRP3-9RZK-KCY4-JGY9,20,119.0,2531.59616,"[0.0, 0.0]","[-156.41193948340373, 674.6333881744981]"
q4_official_XRP3-9RZK-KCY4-JGY9,5,348.0,6956.725932,"[-485.0, -840.0446416709054]","[-351.9340714123924, -665.3592885638137]"
q4_official_XRP3-9RZK-KCY4-JGY9,9,372.0,4864.411305,"[-485.0, -840.0446416709054]","[-1291.605711425162, -780.1039772104698]"
q4_official_XRP3-9RZK-KCY4-JGY9,10,378.0,4750.221482,"[-485.0, -840.0446416709054]","[-1058.4040614312812, -320.34199138938715]"
q4_official_XRP3-9RZK-KCY4-JGY9,2,914.985582,1664.912982,"[970.0, 0.0]","[1500.983824923655, 799.6223896146553]"
q4_official_XRP3-9RZK-KCY4-JGY9,4,926.985582,1219.890785,"[970.0, 0.0]","[1749.138934734177, 0.738643937154591]"
q4_official_XRP3-9RZK-KCY4-JGY9,11,962.985582,7681.490408,"[970.0, 0.0]","[1128.9430011308218, -908.1231745736548]"
q4_official_XRP3-9RZK-KCY4-JGY9,15,1743.157933,2441.388929,"[1455.0, 840.0446416709054]","[136.65512135680478, 934.3590211597834]"
q4_official_XRP3-9RZK-KCY4-JGY9,18,2683.170883,5181.069133,"[-485.0, 840.0446416709054]","[-1026.794285783993, 410.5832444665509]"
q4_official_XRP3-9RZK-KCY4-JGY9,17,2986.898753,3621.19579,"[485.0, 840.0446416709054]","[-335.05894821360573, 816.9159441822874]"
q4_official_XRP3-9RZK-KCY4-JGY9,6,4508.171024,5542.269213,"[-1940.0, 0.0]","[-1660.2575275961017, 448.7250427225374]"
q4_official_XRP3-9RZK-KCY4-JGY9,1,6772.15341,7192.169838,"[485.0, -840.0446416709054]","[330.2483209978363, -1200.0746433132144]"
q4_official_JR45-AGUS-98WS-Z2HE,1,5.0,2137.93681,"[0.0, 0.0]","[173.83149014191008, 364.34197848358235]"
q4_official_JR45-AGUS-98WS-Z2HE,2,11.0,469.168918,"[0.0, 0.0]","[-397.285257663212, -758.1837615372625]"
q4_official_JR45-AGUS-98WS-Z2HE,6,35.0,2726.064839,"[0.0, 0.0]","[-1176.3488823241983, 101.23832353887454]"
q4_official_JR45-AGUS-98WS-Z2HE,7,41.0,803.754513,"[0.0, 0.0]","[520.9689430873082, -673.6990322918142]"
q4_official_JR45-AGUS-98WS-Z2HE,8,47.0,1525.462035,"[0.0, 0.0]","[840.1067176260616, -634.553788495808]"
q4_official_JR45-AGUS-98WS-Z2HE,11,65.0,1878.188087,"[0.0, 0.0]","[816.5328012508849, 664.1406385797075]"
q4_official_JR45-AGUS-98WS-Z2HE,13,77.0,2671.18114,"[0.0, 0.0]","[-1046.29301764388, 263.1300441551141]"
q4_official_JR45-AGUS-98WS-Z2HE,14,83.0,2358.235359,"[0.0, 0.0]","[-255.57219706492128, 1275.3918639893966]"
q4_official_JR45-AGUS-98WS-Z2HE,15,89.0,623.762726,"[0.0, 0.0]","[279.8248332576246, -440.4108732318373]"
q4_official_JR45-AGUS-98WS-Z2HE,16,95.0,885.216202,"[0.0, 0.0]","[434.5853467558648, -1015.2315567861345]"
q4_official_JR45-AGUS-98WS-Z2HE,19,113.0,696.173322,"[0.0, 0.0]","[462.0809217259952, -194.80616423315286]"
q4_official_JR45-AGUS-98WS-Z2HE,9,372.0,1230.213244,"[-485.0, -840.0446416709054]","[-424.63068104595754, -1167.5145825873897]"
q4_official_JR45-AGUS-98WS-Z2HE,17,420.0,1116.056271,"[-485.0, -840.0446416709054]","[121.04659813364583, -1178.3509176397765]"
q4_official_JR45-AGUS-98WS-Z2HE,20,1727.004426,3648.477158,"[970.0, 0.0]","[1759.2706441506255, -77.52226557480472]"
q4_official_JR45-AGUS-98WS-Z2HE,10,1989.249719,3460.18792,"[485.0, 840.0446416709054]","[1335.1445120383883, 613.3884824911928]"
q4_official_JR45-AGUS-98WS-Z2HE,4,2468.655747,2866.766872,"[-485.0, 840.0446416709054]","[-1364.7361937617393, 521.86745216684]"
q4_official_NM4A-2FWB-WXR9-7HMX,3,17.0,1136.53999,"[0.0, 0.0]","[-1302.4092199113543, -22.85053989440491]"
q4_official_NM4A-2FWB-WXR9-7HMX,5,29.0,4650.144662,"[0.0, 0.0]","[1083.0961476064094, 62.04022664997372]"
q4_official_NM4A-2FWB-WXR9-7HMX,15,89.0,4839.577022,"[0.0, 0.0]","[687.1092012241456, 243.36434126079436]"
q4_official_NM4A-2FWB-WXR9-7HMX,19,113.0,1998.282296,"[0.0, 0.0]","[-474.4042697973714, 1208.949922282197]"
q4_official_NM4A-2FWB-WXR9-7HMX,10,378.0,640.559919,"[-485.0, -840.0446416709054]","[-1345.808236929358, -779.0726862818826]"
q4_official_NM4A-2FWB-WXR9-7HMX,14,402.0,1498.752056,"[-485.0, -840.0446416709054]","[-404.8362008012955, -716.8789190262905]"
q4_official_NM4A-2FWB-WXR9-7HMX,1,1821.549247,5159.399999,"[-485.0, 840.0446416709054]","[17.655986233299814, 627.9645235585306]"
q4_official_NM4A-2FWB-WXR9-7HMX,7,3374.708357,4033.882665,"[-970.0, -1680.0892833418109]","[-800.4979605115977, -1478.8296990097115]"
q4_official_NM4A-2FWB-WXR9-7HMX,17,4403.975079,7386.49107,"[485.0, -840.0446416709054]","[-38.323820181597746, -1388.5637596955353]"
q4_official_NM4A-2FWB-WXR9-7HMX,4,5765.51991,6249.678164,"[970.0, 1680.0892833418109]","[1573.7130347197337, 741.9805393003937]"
q4_official_X8XH-WVF2-5TNX-JQAJ,2,11.0,4744.039933,"[0.0, 0.0]","[485.5958645970651, -144.73224663855325]"
q4_official_X8XH-WVF2-5TNX-JQAJ,6,35.0,2476.115827,"[0.0, 0.0]","[-353.51244717526004, -214.6655557533764]"
q4_official_X8XH-WVF2-5TNX-JQAJ,9,53.0,532.137159,"[0.0, 0.0]","[-901.2967066993479, -748.2837853536373]"
q4_official_X8XH-WVF2-5TNX-JQAJ,19,113.0,2090.940559,"[0.0, 0.0]","[843.4510749810877, -949.6540943236764]"
q4_official_X8XH-WVF2-5TNX-JQAJ,11,384.0,599.066202,"[-485.0, -840.0446416709054]","[-932.7967254665621, -1010.2057387215204]"
q4_official_X8XH-WVF2-5TNX-JQAJ,12,390.0,1499.303066,"[-485.0, -840.0446416709054]","[84.20389212027453, -1674.4441496556155]"
q4_official_X8XH-WVF2-5TNX-JQAJ,1,865.893884,2771.732777,"[-1619.4675050769001, -935.0]","[-1236.8148905542948, -293.86286155068285]"
q4_official_X8XH-WVF2-5TNX-JQAJ,4,2189.907593,5164.623231,"[485.0, -840.0446416709054]","[1225.532743765314, -610.1993354745834]"
q4_official_X8XH-WVF2-5TNX-JQAJ,20,2935.116797,4334.631371,"[-970.0, 0.0]","[109.82028335501062, 350.5991234009615]"
q4_official_X8XH-WVF2-5TNX-JQAJ,18,4535.971022,4842.060584,"[485.0, 840.0446416709054]","[415.4842065651585, -219.20187685387367]"
q4_official_TTM6-K9C7-6FTD-SGC7,6,35.0,3661.506896,"[0.0, 0.0]","[251.30586688872575, 1153.84984532562]"
q4_official_TTM6-K9C7-6FTD-SGC7,14,83.0,4732.001711,"[0.0, 0.0]","[557.4120358139465, -664.998232961138]"
q4_official_TTM6-K9C7-6FTD-SGC7,16,95.0,7121.991439,"[0.0, 0.0]","[-207.66216148180666, -201.09881335128807]"
q4_official_TTM6-K9C7-6FTD-SGC7,12,390.0,1119.151484,"[-485.0, -840.0446416709054]","[-531.8074603137198, -1321.1798536275373]"
q4_official_TTM6-K9C7-6FTD-SGC7,17,420.0,872.572155,"[-485.0, -840.0446416709054]","[-1007.430716594145, -1266.5850878897272]"
q4_official_TTM6-K9C7-6FTD-SGC7,18,426.0,1979.159115,"[-485.0, -840.0446416709054]","[-1551.8382175450383, -772.4440943795149]"
q4_official_TTM6-K9C7-6FTD-SGC7,19,432.0,608.280228,"[-485.0, -840.0446416709054]","[-774.7992059836806, -1520.9769224996712]"
q4_official_TTM6-K9C7-6FTD-SGC7,10,718.646921,1661.413811,"[-970.0, -1680.0892833418109]","[-673.8345141641098, -1464.9011560720135]"
q4_official_TTM6-K9C7-6FTD-SGC7,2,1276.185615,4964.725564,"[0.0, -1680.0892833418109]","[838.8058756063286, -1384.3465805072162]"
q4_official_TTM6-K9C7-6FTD-SGC7,8,3450.109664,4298.183859,"[-485.0, 840.0446416709054]","[387.816941394321, 784.9899133692431]"
q4_official_TTM6-K9C7-6FTD-SGC7,3,3796.140096,4191.257481,"[0.0, 1680.0892833418109]","[668.575443990561, 1173.6036668741267]"
q4_official_TTM6-K9C7-6FTD-SGC7,20,3862.140096,4463.305928,"[0.0, 1680.0892833418109]","[338.46457507311834, 587.7771238936517]"
q4_official_TTM6-K9C7-6FTD-SGC7,7,4350.522677,6140.668402,"[485.0, 840.0446416709054]","[1584.4592206940029, 357.39151922672437]"
q4_official_TTM6-K9C7-6FTD-SGC7,9,5653.098127,6229.989864,"[1940.0, 0.0]","[1627.426273232748, -62.02063691626033]"
q4_official_TTM6-K9C7-6FTD-SGC7,13,5665.098127,6467.442222,"[1940.0, 0.0]","[925.6595902436396, 379.3321332994229]"
q4_official_TTM6-K9C7-6FTD-SGC7,5,6380.058916,6704.901084,"[970.0, 0.0]","[1622.4350228416215, -405.07724288570444]"
q4_official_9499-XV5X-PKAA-DNCP,3,17.0,1541.890056,"[0.0, 0.0]","[-152.39047668826862, 1224.1131175924384]"
q4_official_9499-XV5X-PKAA-DNCP,5,29.0,5072.193588,"[0.0, 0.0]","[571.5341205993774, -66.97717238692971]"
q4_official_9499-XV5X-PKAA-DNCP,7,41.0,1354.822916,"[0.0, 0.0]","[-107.06281920268071, 344.945128924022]"
q4_official_9499-XV5X-PKAA-DNCP,8,47.0,2352.461239,"[0.0, 0.0]","[-102.9534033304588, 395.57475942612496]"
q4_official_9499-XV5X-PKAA-DNCP,10,59.0,555.307492,"[0.0, 0.0]","[-814.6565952336244, -464.5043849287646]"
q4_official_9499-XV5X-PKAA-DNCP,12,71.0,732.713435,"[0.0, 0.0]","[-67.95357394771716, -895.2361244390657]"
q4_official_9499-XV5X-PKAA-DNCP,15,89.0,469.615776,"[0.0, 0.0]","[-605.0929747304115, -729.7160475124565]"
q4_official_9499-XV5X-PKAA-DNCP,18,107.0,2081.797561,"[0.0, 0.0]","[626.2967305450954, 1023.1301650209955]"
q4_official_9499-XV5X-PKAA-DNCP,19,113.0,876.723232,"[0.0, 0.0]","[-50.05080893454262, -260.688033028266]"
q4_official_9499-XV5X-PKAA-DNCP,2,1079.957619,2601.225787,"[-970.0, 0.0]","[-726.7128325179677, 759.2347949829052]"
q4_official_9499-XV5X-PKAA-DNCP,14,1139.957619,2667.35838,"[-970.0, 0.0]","[-888.2840025678809, 976.461008770327]"
q4_official_9499-XV5X-PKAA-DNCP,9,1680.0435,2822.489064,"[0.0, 1680.0892833418109]","[-531.4754220879885, 1636.8913165819872]"
q4_official_9499-XV5X-PKAA-DNCP,11,1686.0435,1949.62807,"[0.0, 1680.0892833418109]","[355.32689210174635, 1564.1640154159595]"
q4_official_9499-XV5X-PKAA-DNCP,4,2146.051242,5394.401693,"[485.0, 840.0446416709054]","[1353.6330793539296, 813.3819228255878]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,1,5.0,2762.857767,"[0.0, 0.0]","[132.91317874236242, -706.6692948570939]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,2,11.0,2527.02172,"[0.0, 0.0]","[-215.13468260493443, -312.8746592313986]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,6,35.0,2601.667047,"[0.0, 0.0]","[-532.1608445248173, -297.3221742037665]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,12,71.0,524.027882,"[0.0, 0.0]","[-821.1458121385334, -786.7977971545539]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,15,89.0,3027.219994,"[0.0, 0.0]","[927.7477293615402, -455.26788290125427]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,16,95.0,2251.833008,"[0.0, 0.0]","[-112.91586747398442, 785.1397448460002]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,17,101.0,2321.337333,"[0.0, 0.0]","[-239.0412599732989, 521.2082967592229]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,19,113.0,2417.239242,"[0.0, 0.0]","[-91.35256527116141, 136.51149817444016]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,11,384.0,644.893791,"[-485.0, -840.0446416709054]","[-1207.7672898415, -926.0580973721449]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,14,769.247331,1185.641527,"[-1455.0, -840.0446416709054]","[-1615.6630480884526, 134.57705835346124]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,20,1556.871277,1936.849497,"[-1455.0, 840.0446416709054]","[-1003.5149636592666, 816.6702982608883]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,4,1580.871277,2026.344616,"[-1455.0, 840.0446416709054]","[-725.8575072549561, 975.4892291245108]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,18,2165.610365,3737.628255,"[-485.0, 840.0446416709054]","[-31.805449059431663, 1631.0463219836315]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,13,2880.158262,4195.415956,"[485.0, -840.0446416709054]","[1178.8266489966231, -139.26337696572986]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,5,3130.664863,3532.128348,"[970.0, 0.0]","[689.4730588512122, 1097.4832570848857]"
q4_official_2VRA-DJ2V-H8PK-SWJZ,10,3154.664863,3329.834165,"[970.0, 0.0]","[1430.957177721011, 549.5198320247572]"
q4_official_XHYK-43FM-MUUC-4QDP,2,11.0,486.977879,"[0.0, 0.0]","[-459.4650480352824, -662.6115488098324]"
q4_official_XHYK-43FM-MUUC-4QDP,6,35.0,4674.812141,"[0.0, 0.0]","[723.2924900787773, 389.7599420736351]"
q4_official_XHYK-43FM-MUUC-4QDP,12,71.0,2928.220851,"[0.0, 0.0]","[265.41758785702336, 510.3773139933989]"
q4_official_XHYK-43FM-MUUC-4QDP,1,324.0,1258.884177,"[-485.0, -840.0446416709054]","[-1500.4976319333466, 172.80874056827452]"
q4_official_XHYK-43FM-MUUC-4QDP,8,366.0,697.631115,"[-485.0, -840.0446416709054]","[-1296.1211144805661, -1034.995728661469]"
q4_official_XHYK-43FM-MUUC-4QDP,10,795.929595,1099.427685,"[-1455.0, -840.0446416709054]","[-1461.9900581705058, -538.1405120652877]"
q4_official_XHYK-43FM-MUUC-4QDP,19,849.929595,1416.284791,"[-1455.0, -840.0446416709054]","[-1152.8207927353476, -37.57303026625349]"
q4_official_XHYK-43FM-MUUC-4QDP,9,1778.613158,2403.203891,"[-1940.0, 0.0]","[-1723.1706150695427, 276.35329522329585]"
q4_official_XHYK-43FM-MUUC-4QDP,11,2067.613158,3415.510921,"[-1455.0, 840.0446416709054]","[-832.4125735097236, 1520.2089534648585]"
q4_official_XHYK-43FM-MUUC-4QDP,7,2705.293171,3285.902261,"[-485.0, 840.0446416709054]","[-243.33699619815394, 1451.9710357232793]"
q4_official_XHYK-43FM-MUUC-4QDP,20,3012.441299,4417.148614,"[485.0, 840.0446416709054]","[1008.8158161624633, 530.6217974778053]"
q4_official_XHYK-43FM-MUUC-4QDP,14,3060.441299,4806.900941,"[485.0, 840.0446416709054]","[1287.9321478494358, 608.2650707337883]"
q4_official_XHYK-43FM-MUUC-4QDP,13,3752.697184,4247.714112,"[0.0, 1680.0892833418109]","[862.635847474836, 1268.7959893440293]"
q4_official_XHYK-43FM-MUUC-4QDP,3,5193.709404,7205.703883,"[1940.0, 0.0]","[1497.1344174065275, 186.3332827159412]"
q4_official_XHYK-43FM-MUUC-4QDP,17,5458.709404,5664.762194,"[1455.0, -840.0446416709054]","[1103.547453408882, -1139.408578290589]"
q4_official_SPHB-HXVM-E6FC-EUSR,4,23.0,549.174405,"[0.0, 0.0]","[-414.77665245097137, -1295.927160595834]"
q4_official_SPHB-HXVM-E6FC-EUSR,6,35.0,3292.278672,"[0.0, 0.0]","[393.83598944579825, -615.2314502823803]"
q4_official_SPHB-HXVM-E6FC-EUSR,12,71.0,1630.697074,"[0.0, 0.0]","[-273.12902218269613, 294.88134710121255]"
q4_official_SPHB-HXVM-E6FC-EUSR,13,77.0,3035.978302,"[0.0, 0.0]","[882.8905839556209, 16.21225692350526]"
q4_official_SPHB-HXVM-E6FC-EUSR,16,95.0,1682.333357,"[0.0, 0.0]","[-321.20134556805914, 523.0537055940242]"
q4_official_SPHB-HXVM-E6FC-EUSR,17,101.0,1780.763782,"[0.0, 0.0]","[108.32070905378484, 592.3291572187366]"
q4_official_SPHB-HXVM-E6FC-EUSR,18,107.0,1567.818655,"[0.0, 0.0]","[-502.0867535785014, 117.88941770627065]"
q4_official_SPHB-HXVM-E6FC-EUSR,19,113.0,755.180892,"[0.0, 0.0]","[-1044.9488604977603, -654.3928489162012]"
q4_official_SPHB-HXVM-E6FC-EUSR,2,330.0,1295.078642,"[-485.0, -840.0446416709054]","[-1301.1003451555625, -101.00651380652548]"
q4_official_SPHB-HXVM-E6FC-EUSR,7,1900.93035,2249.132743,"[485.0, 840.0446416709054]","[490.39905699753956, 1532.7334705244853]"
q4_official_SPHB-HXVM-E6FC-EUSR,14,3112.699349,3470.553167,"[970.0, 0.0]","[1014.8285119731304, -1103.2548747251203]"
q3_official_Y2PK-P5G8-QG29-UEEN,4,23.0,701.380435,"[0.0, 0.0]","[-1094.565668459274, 620.8470130406515]"
q3_official_Y2PK-P5G8-QG29-UEEN,9,53.0,416.210132,"[0.0, 0.0]","[-679.8544345736309, 1057.360022926539]"
q3_official_Y2PK-P5G8-QG29-UEEN,15,89.0,1916.940024,"[0.0, 0.0]","[1176.9299591202812, -33.283595573507476]"
q3_official_Y2PK-P5G8-QG29-UEEN,17,101.0,2932.224401,"[0.0, 0.0]","[-1077.1204279224012, -313.75168073072984]"
q3_official_Y2PK-P5G8-QG29-UEEN,1,450.062106,1052.124986,"[-564.9999999999998, 978.6087062764158]","[-556.4635819869045, 1020.2482729392748]"
q3_official_Y2PK-P5G8-QG29-UEEN,10,498.062106,925.30623,"[-564.9999999999998, 978.6087062764158]","[-957.9266918175354, 1374.9056591489698]"
q3_official_Y2PK-P5G8-QG29-UEEN,11,504.062106,1238.753062,"[-564.9999999999998, 978.6087062764158]","[-159.5909154606415, 1526.022379551574]"
q3_official_Y2PK-P5G8-QG29-UEEN,14,522.062106,829.895657,"[-564.9999999999998, 978.6087062764158]","[-1216.7070869019703, 1147.474397821797]"
q3_official_Y2PK-P5G8-QG29-UEEN,19,1498.37836,1659.128164,"[565.0000000000001, 978.6087062764157]","[865.2608544032323, 1106.3259373279557]"
q3_official_Y2PK-P5G8-QG29-UEEN,5,1946.446924,2160.211854,"[1130.0, 0.0]","[1589.2765779754263, -435.1414894460539]"
q3_official_Y2PK-P5G8-QG29-UEEN,3,3007.859727,3194.49487,"[-1130.0, 1.3838508830365092e-13]","[-1699.0293057772165, -14.86866801721583]"
q3_official_Y2PK-P5G8-QG29-UEEN,7,3019.859727,3293.200479,"[-1130.0, 1.3838508830365092e-13]","[-1613.5774340952744, 402.2482071003311]"
q3_official_ZQX3-BWC3-APQY-A8PK,1,5.0,1464.325356,"[0.0, 0.0]","[728.4014084805324, 520.6464832385284]"
