problem,group,case,action,path,channel,x,y,time,delta,distance,move,measure,switch,clear,outcome,stage
4,official,4N3U-GMF8-78V4-DUSA,28,/measure,7,-485.0,-840.0446416709054,360.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,29,/measure,8,-485.0,-840.0446416709054,366.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,30,/measure,9,-485.0,-840.0446416709054,372.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,31,/measure,10,-485.0,-840.0446416709054,378.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,32,/measure,11,-485.0,-840.0446416709054,384.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,33,/measure,12,-485.0,-840.0446416709054,390.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,34,/measure,13,-485.0,-840.0446416709054,396.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,35,/measure,14,-485.0,-840.0446416709054,402.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,36,/measure,15,-485.0,-840.0446416709054,408.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,37,/measure,16,-485.0,-840.0446416709054,414.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,38,/measure,17,-485.0,-840.0446416709054,420.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,39,/measure,18,-485.0,-840.0446416709054,426.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,40,/measure,19,-485.0,-840.0446416709054,432.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,41,/measure,15,461.4106484795041,-1198.8787827579326,640.430734,208.43073400000003,1012.1536723072539,202.43073400000003,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,42,/clear,15,462.3168311866432,-1169.8581997470671,651.23768,10.806945999999925,29.034727575599067,5.806945999999925,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,43,/measure,1,485.0,-840.0446416709054,723.356213,72.11853300000007,330.59266361834614,66.11853300000007,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,44,/measure,2,485.0,-840.0446416709054,729.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,45,/measure,3,485.0,-840.0446416709054,735.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,46,/measure,4,485.0,-840.0446416709054,741.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,47,/measure,5,485.0,-840.0446416709054,747.356213,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,48,/measure,6,485.0,-840.0446416709054,753.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,49,/measure,7,485.0,-840.0446416709054,759.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,50,/measure,8,485.0,-840.0446416709054,765.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,51,/measure,9,485.0,-840.0446416709054,771.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,52,/measure,10,485.0,-840.0446416709054,777.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,53,/measure,11,485.0,-840.0446416709054,783.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,54,/measure,12,485.0,-840.0446416709054,789.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,55,/measure,13,485.0,-840.0446416709054,795.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,56,/measure,14,485.0,-840.0446416709054,801.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,57,/measure,16,485.0,-840.0446416709054,807.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,58,/measure,17,485.0,-840.0446416709054,813.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,59,/measure,18,485.0,-840.0446416709054,819.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,60,/measure,19,485.0,-840.0446416709054,825.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,61,/measure,20,485.0,-840.0446416709054,831.356213,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,62,/measure,5,800.5048800600748,-269.60139170787573,967.732412,136.37619899999993,651.8809943311016,130.37619899999993,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,63,/clear,5,795.9991512531117,-275.9922208453214,974.296308,6.563896,7.8194813859949885,1.5638959999999997,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,64,/measure,1,970.0,0.0,1045.549048,71.25274000000013,326.26369907142623,65.25274000000013,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,65,/measure,2,970.0,0.0,1051.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,66,/measure,3,970.0,0.0,1057.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,67,/measure,4,970.0,0.0,1063.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,68,/measure,6,970.0,0.0,1069.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,69,/measure,7,970.0,0.0,1075.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,70,/measure,8,970.0,0.0,1081.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,71,/measure,9,970.0,0.0,1087.549048,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,72,/measure,10,970.0,0.0,1093.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,73,/measure,11,970.0,0.0,1099.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,74,/measure,12,970.0,0.0,1105.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,75,/measure,13,970.0,0.0,1111.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,76,/measure,14,970.0,0.0,1117.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,77,/measure,16,970.0,0.0,1123.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,78,/measure,17,970.0,0.0,1129.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,79,/measure,18,970.0,0.0,1135.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,80,/measure,19,970.0,0.0,1141.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,81,/measure,20,970.0,0.0,1147.549048,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,82,/measure,9,563.6083726996446,1145.940147957781,1396.722482,249.17343399999982,1215.867170969482,243.17343399999982,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,83,/clear,9,539.2919456252425,1172.1793839715415,1408.877302,12.1548200000002,35.77409862247467,7.1548200000002,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,84,/measure,1,485.0,840.0446416709054,1482.185876,73.30857399999991,336.5428685960887,67.30857399999991,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,85,/measure,2,485.0,840.0446416709054,1488.185876,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,86,/measure,3,485.0,840.0446416709054,1494.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,87,/measure,4,485.0,840.0446416709054,1500.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,88,/measure,6,485.0,840.0446416709054,1506.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,89,/measure,7,485.0,840.0446416709054,1512.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,90,/measure,8,485.0,840.0446416709054,1518.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,91,/measure,10,485.0,840.0446416709054,1524.185876,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,92,/measure,11,485.0,840.0446416709054,1530.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,93,/measure,12,485.0,840.0446416709054,1536.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,94,/measure,13,485.0,840.0446416709054,1542.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,95,/measure,14,485.0,840.0446416709054,1548.185876,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,96,/measure,16,485.0,840.0446416709054,1554.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,97,/measure,17,485.0,840.0446416709054,1560.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,98,/measure,18,485.0,840.0446416709054,1566.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,99,/measure,19,485.0,840.0446416709054,1572.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,100,/measure,20,485.0,840.0446416709054,1578.185876,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,101,/measure,14,-360.8179943336657,940.6450764909108,1754.541801,176.35592500000007,851.7796235086861,170.35592500000007,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,102,/measure,14,-360.8179943336657,910.6450764909108,1765.541801,11.0,30.0,6.0,5.0,0.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,103,/clear,14,-359.98150279097,940.0852099822332,1776.432204,10.890402999999878,29.452014839190277,5.890402999999878,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,104,/measure,2,-379.64191906783583,697.471855447175,1831.113934,54.681730000000016,243.4086517914544,48.681730000000016,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,105,/clear,2,-418.4312905590415,270.21468744235665,1921.916802,90.80286799999999,429.0143388654747,85.80286799999999,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,106,/measure,1,-485.0,840.0446416709054,2042.657827,120.74102500000004,573.7051244435113,114.74102500000004,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,107,/measure,3,-485.0,840.0446416709054,2048.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,108,/measure,4,-485.0,840.0446416709054,2054.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,109,/measure,6,-485.0,840.0446416709054,2060.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,110,/measure,7,-485.0,840.0446416709054,2066.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,111,/measure,8,-485.0,840.0446416709054,2072.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,112,/measure,10,-485.0,840.0446416709054,2078.657827,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,113,/measure,11,-485.0,840.0446416709054,2084.657827,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,114,/measure,12,-485.0,840.0446416709054,2090.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,115,/measure,13,-485.0,840.0446416709054,2096.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,116,/measure,16,-485.0,840.0446416709054,2102.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,117,/measure,17,-485.0,840.0446416709054,2108.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,118,/measure,18,-485.0,840.0446416709054,2114.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,119,/measure,19,-485.0,840.0446416709054,2120.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,120,/measure,20,-485.0,840.0446416709054,2126.657827,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,121,/measure,10,-279.76322059623453,1481.8011483050427,2267.412946,140.75511899999992,673.7755927809209,134.75511899999992,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,122,/measure,10,-288.5500171606381,1460.5879448694463,2277.005147,9.592200999999932,22.961005941905334,4.592200999999932,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,123,/measure,10,-329.07826927013264,1472.1461964627783,2290.433984,13.42883699999993,42.144185826107844,8.42883699999993,5.0,0.0,0.0,direction,
4,official,4N3U-GMF8-78V4-DUSA,124,/clear,10,-312.34599731462447,1470.5845388644257,2298.794982,8.360998000000109,16.8049903078692,3.3609980000001087,0.0,0.0,5.0,success,
4,official,4N3U-GMF8-78V4-DUSA,125,/measure,1,0.0,1680.0892833418109,2380.015261,81.22027900000012,376.1013958987681,75.22027900000012,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,126,/measure,3,0.0,1680.0892833418109,2386.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,127,/measure,4,0.0,1680.0892833418109,2392.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,128,/measure,6,0.0,1680.0892833418109,2398.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,129,/measure,7,0.0,1680.0892833418109,2404.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,130,/measure,8,0.0,1680.0892833418109,2410.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,131,/measure,11,0.0,1680.0892833418109,2416.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,132,/measure,12,0.0,1680.0892833418109,2422.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,133,/measure,13,0.0,1680.0892833418109,2428.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,134,/measure,16,0.0,1680.0892833418109,2434.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,135,/measure,17,0.0,1680.0892833418109,2440.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,136,/measure,18,0.0,1680.0892833418109,2446.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,137,/measure,19,0.0,1680.0892833418109,2452.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,138,/measure,20,0.0,1680.0892833418109,2458.015261,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,139,/measure,20,0.0,1870.0,2500.997404,42.98214300000018,189.91071665818913,37.98214300000018,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,140,/measure,1,0.0,1870.0,2506.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,141,/measure,3,0.0,1870.0,2512.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,142,/measure,4,0.0,1870.0,2518.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,143,/measure,6,0.0,1870.0,2524.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,144,/measure,7,0.0,1870.0,2530.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,145,/measure,8,0.0,1870.0,2536.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,146,/measure,11,0.0,1870.0,2542.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,147,/measure,12,0.0,1870.0,2548.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,148,/measure,13,0.0,1870.0,2554.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,149,/measure,16,0.0,1870.0,2560.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,150,/measure,17,0.0,1870.0,2566.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,151,/measure,18,0.0,1870.0,2572.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,152,/measure,19,0.0,1870.0,2578.997404,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,153,/measure,19,970.0,1680.0892833418109,2781.680593,202.68318899999986,988.4159449855243,197.68318899999986,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,154,/measure,1,970.0,1680.0892833418109,2787.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,155,/measure,3,970.0,1680.0892833418109,2793.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,156,/measure,4,970.0,1680.0892833418109,2799.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,157,/measure,6,970.0,1680.0892833418109,2805.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,158,/measure,7,970.0,1680.0892833418109,2811.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,159,/measure,8,970.0,1680.0892833418109,2817.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,160,/measure,11,970.0,1680.0892833418109,2823.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,161,/measure,12,970.0,1680.0892833418109,2829.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,162,/measure,13,970.0,1680.0892833418109,2835.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,163,/measure,16,970.0,1680.0892833418109,2841.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,164,/measure,17,970.0,1680.0892833418109,2847.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,165,/measure,18,970.0,1680.0892833418109,2853.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,166,/measure,20,970.0,1680.0892833418109,2859.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,167,/measure,20,1455.0,840.0446416709054,3058.680593,199.0,969.9999999999999,194.0,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,168,/measure,1,1455.0,840.0446416709054,3064.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,169,/measure,3,1455.0,840.0446416709054,3070.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,170,/measure,4,1455.0,840.0446416709054,3076.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,171,/measure,6,1455.0,840.0446416709054,3082.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,172,/measure,7,1455.0,840.0446416709054,3088.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,173,/measure,8,1455.0,840.0446416709054,3094.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,174,/measure,11,1455.0,840.0446416709054,3100.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,175,/measure,12,1455.0,840.0446416709054,3106.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,176,/measure,13,1455.0,840.0446416709054,3112.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,177,/measure,16,1455.0,840.0446416709054,3118.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,178,/measure,17,1455.0,840.0446416709054,3124.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,179,/measure,18,1455.0,840.0446416709054,3130.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,180,/measure,19,1455.0,840.0446416709054,3136.680593,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,181,/measure,19,1619.4675050769001,935.0,3179.662736,42.98214300000018,189.91071665818893,37.98214300000018,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,182,/measure,1,1619.4675050769001,935.0,3185.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,183,/measure,3,1619.4675050769001,935.0,3191.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,184,/measure,4,1619.4675050769001,935.0,3197.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,185,/measure,6,1619.4675050769001,935.0,3203.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,186,/measure,7,1619.4675050769001,935.0,3209.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,187,/measure,8,1619.4675050769001,935.0,3215.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,188,/measure,11,1619.4675050769001,935.0,3221.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,189,/measure,12,1619.4675050769001,935.0,3227.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,190,/measure,13,1619.4675050769001,935.0,3233.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,191,/measure,16,1619.4675050769001,935.0,3239.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,192,/measure,17,1619.4675050769001,935.0,3245.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,193,/measure,18,1619.4675050769001,935.0,3251.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,194,/measure,20,1619.4675050769001,935.0,3257.662736,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,195,/measure,20,1940.0,0.0,3460.345925,202.68318899999986,988.4159449855243,197.68318899999986,5.0,0.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,196,/measure,1,1940.0,0.0,3466.345925,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,197,/measure,3,1940.0,0.0,3472.345925,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,198,/measure,4,1940.0,0.0,3478.345925,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,199,/measure,6,1940.0,0.0,3484.345925,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,4N3U-GMF8-78V4-DUSA,200,/measure,7,1940.0,0.0,3490.345925,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
